Timestamp (s),Current SMUA (A),Voltage SMUA (V),Current SMUb (A),Voltage SMUb (V)
0.0,-1.19209e-08,-2.74181e-05,5.11408e-06,0.09993
0.001,-3.45707e-07,-5.96046e-06,4.08888e-06,0.099932
0.002,3.33786e-07,3.57628e-06,4.17233e-06,0.099925
0.003,-4.29153e-07,1.66893e-06,4.51803e-06,0.099929
0.004,-1.19209e-08,-7.86781e-06,4.00543e-06,0.099932
0.005,-3.45707e-07,-1.19209e-05,4.43459e-06,0.099913
0.006,-3.45707e-07,-1.38283e-05,4.60148e-06,0.099924
0.007,8.34465e-08,-3.69549e-05,4.60148e-06,0.099933
0.008,-6.91414e-07,1.33514e-05,4.51803e-06,0.09993
0.009,7.62939e-07,1.66893e-06,4.25577e-06,0.099929
0.01,-2.6226e-07,3.0756e-05,4.60148e-06,0.099931
0.011,-2.6226e-07,3.0756e-05,3.91006e-06,0.099928
0.012,8.34465e-08,4.22001e-05,4.17233e-06,0.099927
0.013,-4.29153e-07,3.83854e-05,3.74317e-06,0.099923
0.014,-5.24521e-07,-1.38283e-05,4.00543e-06,0.099933
0.015,-1.63317e-06,-3.50475e-05,3.65973e-06,0.099926
0.016,-6.07967e-07,-1.95503e-05,3.91006e-06,0.099926
0.017,-3.45707e-07,-2.14577e-05,4.51803e-06,0.099918
0.018,-8.58307e-07,-1.57356e-05,4.68492e-06,0.099926
0.019,-4.29153e-07,-5.96046e-06,4.33922e-06,0.099921
0.02,-6.07967e-07,2.88486e-05,4.00543e-06,0.099926
0.021,-4.29153e-07,7.39098e-06,4.43459e-06,0.09993
0.022,-6.91414e-07,1.33514e-05,3.48091e-06,0.099926
0.023,-4.29153e-07,2.47955e-05,4.60148e-06,0.099925
0.024,-1.78814e-07,1.52588e-05,4.68492e-06,0.099936
0.025,3.33786e-07,-2.14577e-05,3.65973e-06,0.09992
0.026,-1.78814e-07,-2.74181e-05,3.48091e-06,0.099928
0.027,-2.6226e-07,-7.86781e-06,4.43459e-06,0.099921
0.028,-1.19209e-08,-1.19209e-05,4.76837e-06,0.099922
0.029,-4.29153e-07,1.14441e-05,4.76837e-06,0.099912
0.03,-1.19209e-08,5.48363e-06,4.25577e-06,0.099924
0.031,-6.07967e-07,3.45707e-05,4.94719e-06,0.099921
0.032,-9.53674e-08,-1.7643e-05,4.08888e-06,0.099928
0.033,-9.53674e-08,-2.14577e-06,3.57628e-06,0.09993
0.034,-5.24521e-07,2.09808e-05,3.74317e-06,0.099932
0.035,-4.29153e-07,-4.07696e-05,3.82662e-06,0.099936
0.036,-2.6226e-07,-3.31402e-05,3.48091e-06,0.099915
0.037,-4.29153e-07,-1.19209e-05,3.82662e-06,0.099921
0.038,-7.7486e-07,1.66893e-06,4.00543e-06,0.099934
0.039,-8.58307e-07,-5.96046e-06,3.91006e-06,0.099918
0.04,2.5034e-07,-1.38283e-05,5.19753e-06,0.099922
0.041,-7.7486e-07,3.6478e-05,4.76837e-06,0.099921
