Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,6.59227e-06,6.46114e-06,6.49691e-06,6.50883e-06,6.41346e-06,6.49691e-06,6.46114e-06,6.74725e-06
0.01,6.52075e-06,6.3777e-06,6.40154e-06,6.38962e-06,6.3777e-06,6.47306e-06,6.4373e-06,6.62804e-06
0.02,6.53267e-06,6.38962e-06,6.4373e-06,6.3777e-06,6.41346e-06,6.48499e-06,6.40154e-06,6.60419e-06
0.03,6.38962e-06,6.24657e-06,6.4373e-06,6.38962e-06,6.47306e-06,6.30617e-06,6.52075e-06,6.56843e-06
0.04,6.38962e-06,6.34193e-06,6.41346e-06,6.34193e-06,6.44922e-06,6.38962e-06,6.47306e-06,6.63996e-06
0.05,6.56843e-06,6.33001e-06,6.40154e-06,6.38962e-06,6.44922e-06,6.42538e-06,6.40154e-06,6.68764e-06
0.06,6.49691e-06,6.33001e-06,6.4373e-06,6.42538e-06,6.35386e-06,6.41346e-06,6.47306e-06,6.60419e-06
0.07,6.59227e-06,6.36578e-06,6.48499e-06,6.27041e-06,6.47306e-06,6.34193e-06,6.44922e-06,6.60419e-06
0.08,6.52075e-06,6.33001e-06,6.44922e-06,6.30617e-06,6.3777e-06,6.38962e-06,6.40154e-06,6.60419e-06
0.09,6.49691e-06,6.35386e-06,6.3777e-06,6.30617e-06,6.47306e-06,6.3777e-06,6.52075e-06,6.7234e-06
0.1,6.44922e-06,6.29425e-06,6.44922e-06,6.36578e-06,6.44922e-06,6.33001e-06,6.47306e-06,6.55651e-06
0.11,6.47306e-06,6.35386e-06,6.38962e-06,6.25849e-06,6.53267e-06,6.25849e-06,6.44922e-06,6.59227e-06
0.12,6.50883e-06,6.34193e-06,6.47306e-06,6.28233e-06,6.35386e-06,6.41346e-06,6.38962e-06,6.62804e-06
0.13,6.50883e-06,6.42538e-06,6.3777e-06,6.36578e-06,6.41346e-06,6.35386e-06,6.41346e-06,6.6638e-06
0.14,6.48499e-06,6.3777e-06,6.38962e-06,6.38962e-06,6.47306e-06,6.4373e-06,6.36578e-06,6.62804e-06
0.15,6.44922e-06,6.33001e-06,6.41346e-06,6.44922e-06,6.49691e-06,6.41346e-06,6.48499e-06,6.68764e-06
0.16,6.44922e-06,6.36578e-06,6.3777e-06,6.3777e-06,6.40154e-06,6.3777e-06,6.36578e-06,6.7234e-06
0.17,6.46114e-06,6.40154e-06,6.38962e-06,6.38962e-06,6.44922e-06,6.4373e-06,6.35386e-06,6.68764e-06
0.18,6.54459e-06,6.38962e-06,6.35386e-06,6.30617e-06,6.4373e-06,6.40154e-06,6.47306e-06,6.61612e-06
0.19,6.47306e-06,6.41346e-06,6.29425e-06,6.23465e-06,6.38962e-06,6.38962e-06,6.41346e-06,6.62804e-06
0.2,6.53267e-06,6.38962e-06,6.30617e-06,6.33001e-06,6.4373e-06,6.50883e-06,6.42538e-06,6.59227e-06
0.21,6.42538e-06,6.29425e-06,6.35386e-06,6.35386e-06,6.36578e-06,6.3777e-06,6.47306e-06,6.58035e-06
0.22,6.46114e-06,6.36578e-06,6.38962e-06,6.29425e-06,6.44922e-06,6.41346e-06,6.49691e-06,6.68764e-06
0.23,6.50883e-06,6.47306e-06,6.44922e-06,6.40154e-06,6.47306e-06,6.41346e-06,6.47306e-06,6.62804e-06
0.24,6.50883e-06,6.35386e-06,6.40154e-06,6.29425e-06,6.42538e-06,6.3777e-06,6.48499e-06,6.6638e-06
