Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,1.09315e-05,1.08361e-05,1.07408e-05,1.07527e-05,1.06931e-05,1.06215e-05,1.07646e-05
0.01,9.98974e-06,9.94205e-06,9.87053e-06,9.89437e-06,9.85861e-06,9.75132e-06,9.81092e-06
0.02,1.00136e-05,9.84669e-06,9.83477e-06,9.81092e-06,9.7394e-06,9.67979e-06,9.65595e-06
0.03,9.95398e-06,9.83477e-06,9.81092e-06,9.78708e-06,9.77516e-06,9.64403e-06,9.69172e-06
0.04,9.799e-06,9.77516e-06,9.75132e-06,9.75132e-06,9.71556e-06,9.58443e-06,9.67979e-06
0.05,1.00136e-05,9.83477e-06,9.71556e-06,9.67979e-06,9.70364e-06,9.62019e-06,9.71556e-06
0.06,9.9659e-06,9.76324e-06,9.84669e-06,9.77516e-06,9.58443e-06,9.62019e-06,9.67979e-06
0.07,9.91821e-06,9.71556e-06,9.71556e-06,9.72748e-06,9.69172e-06,9.69172e-06,9.62019e-06
0.08,9.88245e-06,9.76324e-06,9.77516e-06,9.78708e-06,9.62019e-06,9.60827e-06,9.70364e-06
0.09,9.93013e-06,9.69172e-06,9.69172e-06,9.66787e-06,9.65595e-06,9.67979e-06,9.59635e-06
0.1,9.89437e-06,9.7394e-06,9.71556e-06,9.70364e-06,9.72748e-06,9.60827e-06,9.59635e-06
0.11,9.85861e-06,9.799e-06,9.71556e-06,9.77516e-06,9.70364e-06,9.59635e-06,9.63211e-06
0.12,9.84669e-06,9.799e-06,9.7394e-06,9.799e-06,9.66787e-06,9.64403e-06,9.65595e-06
0.13,9.85861e-06,9.7394e-06,9.72748e-06,9.67979e-06,9.78708e-06,9.69172e-06,9.58443e-06
0.14,9.81092e-06,9.76324e-06,9.7394e-06,9.66787e-06,9.67979e-06,9.63211e-06,9.66787e-06
0.15,9.85861e-06,9.799e-06,9.7394e-06,9.71556e-06,9.70364e-06,9.65595e-06,9.65595e-06
0.16,9.89437e-06,9.76324e-06,9.62019e-06,9.66787e-06,9.70364e-06,9.65595e-06,9.65595e-06
0.17,9.83477e-06,9.83477e-06,9.75132e-06,9.69172e-06,9.7394e-06,9.59635e-06,9.65595e-06
0.18,9.75132e-06,9.7394e-06,9.76324e-06,9.58443e-06,9.72748e-06,9.60827e-06,9.59635e-06
0.19,9.85861e-06,9.7394e-06,9.82285e-06,9.67979e-06,9.67979e-06,9.48906e-06,9.60827e-06
0.2,9.90629e-06,9.85861e-06,9.76324e-06,9.65595e-06,9.7394e-06,9.62019e-06,9.59635e-06
0.21,9.83477e-06,9.82285e-06,9.78708e-06,9.71556e-06,9.63211e-06,9.50098e-06,9.65595e-06
0.22,9.82285e-06,9.77516e-06,9.799e-06,9.71556e-06,9.82285e-06,9.62019e-06,9.66787e-06
