Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,1.01328e-05,1.01328e-05,1.00017e-05,9.97782e-06,9.95398e-06,1.01328e-05,1.05619e-05
0.01,9.21488e-06,9.19104e-06,9.10759e-06,9.07183e-06,9.04799e-06,9.34601e-06,9.69172e-06
0.02,9.15527e-06,9.10759e-06,9.03606e-06,9.03606e-06,9.08375e-06,9.25064e-06,9.56059e-06
0.03,9.16719e-06,8.97646e-06,9.04799e-06,8.98838e-06,8.96454e-06,9.08375e-06,9.50098e-06
0.04,9.19104e-06,9.05991e-06,8.89301e-06,8.92878e-06,8.97646e-06,9.16719e-06,9.40561e-06
0.05,9.13143e-06,9.09567e-06,9.03606e-06,8.9407e-06,8.95262e-06,9.17912e-06,9.52482e-06
0.06,9.08375e-06,9.03606e-06,9.03606e-06,8.84533e-06,8.90493e-06,9.11951e-06,9.47714e-06
0.07,9.13143e-06,9.01222e-06,8.96454e-06,8.91686e-06,8.97646e-06,9.10759e-06,9.46522e-06
0.08,9.19104e-06,9.09567e-06,9.03606e-06,8.97646e-06,8.95262e-06,9.11951e-06,9.46522e-06
0.09,9.2268e-06,9.0003e-06,8.95262e-06,8.85725e-06,9.04799e-06,9.13143e-06,9.50098e-06
0.1,9.13143e-06,9.01222e-06,8.96454e-06,8.91686e-06,8.97646e-06,9.03606e-06,9.46522e-06
0.11,9.02414e-06,9.03606e-06,9.01222e-06,8.90493e-06,8.91686e-06,9.07183e-06,9.38177e-06
0.12,9.13143e-06,9.02414e-06,8.9407e-06,8.90493e-06,9.0003e-06,9.16719e-06,9.56059e-06
0.13,9.19104e-06,9.02414e-06,9.01222e-06,8.9407e-06,8.91686e-06,9.10759e-06,9.50098e-06
0.14,9.07183e-06,8.96454e-06,8.97646e-06,8.89301e-06,8.98838e-06,9.15527e-06,9.44138e-06
0.15,9.08375e-06,9.03606e-06,8.85725e-06,9.01222e-06,8.97646e-06,9.03606e-06,9.54866e-06
