Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,6.23465e-06,6.35386e-06,6.41346e-06,6.31809e-06,6.35386e-06,6.41346e-06,6.4373e-06,6.44922e-06
0.01,6.19888e-06,6.33001e-06,6.29425e-06,6.33001e-06,6.35386e-06,6.33001e-06,6.36578e-06,6.40154e-06
0.02,6.12736e-06,6.30617e-06,6.30617e-06,6.1512e-06,6.29425e-06,6.25849e-06,6.28233e-06,6.19888e-06
0.03,6.17504e-06,6.35386e-06,6.2108e-06,6.19888e-06,6.30617e-06,6.27041e-06,6.35386e-06,6.29425e-06
0.04,6.2108e-06,6.22273e-06,6.19888e-06,6.2108e-06,6.24657e-06,6.3777e-06,6.29425e-06,6.29425e-06
0.05,6.2108e-06,6.33001e-06,6.13928e-06,6.23465e-06,6.23465e-06,6.27041e-06,6.28233e-06,6.27041e-06
0.06,6.18696e-06,6.25849e-06,6.25849e-06,6.12736e-06,6.24657e-06,6.2108e-06,6.38962e-06,6.25849e-06
0.07,6.16312e-06,6.25849e-06,6.2108e-06,6.17504e-06,6.31809e-06,6.24657e-06,6.44922e-06,6.35386e-06
0.08,6.13928e-06,6.29425e-06,6.19888e-06,6.2108e-06,6.35386e-06,6.29425e-06,6.35386e-06,6.29425e-06
0.09,6.07967e-06,6.23465e-06,6.22273e-06,6.23465e-06,6.19888e-06,6.2108e-06,6.28233e-06,6.33001e-06
0.1,6.18696e-06,6.24657e-06,6.25849e-06,6.19888e-06,6.25849e-06,6.23465e-06,6.27041e-06,6.27041e-06
0.11,6.22273e-06,6.25849e-06,6.23465e-06,6.19888e-06,6.19888e-06,6.25849e-06,6.36578e-06,6.30617e-06
0.12,6.16312e-06,6.2108e-06,6.23465e-06,6.09159e-06,6.2108e-06,6.28233e-06,6.24657e-06,6.31809e-06
0.13,6.19888e-06,6.22273e-06,6.17504e-06,6.18696e-06,6.19888e-06,6.12736e-06,6.35386e-06,6.33001e-06
0.14,6.23465e-06,6.38962e-06,6.23465e-06,6.13928e-06,6.30617e-06,6.23465e-06,6.29425e-06,6.33001e-06
0.15,6.22273e-06,6.22273e-06,6.00815e-06,6.22273e-06,6.23465e-06,6.25849e-06,6.36578e-06,6.23465e-06
0.16,6.17504e-06,6.29425e-06,6.2108e-06,6.25849e-06,6.30617e-06,6.27041e-06,6.36578e-06,6.25849e-06
0.17,6.2108e-06,6.35386e-06,6.23465e-06,6.2108e-06,6.27041e-06,6.13928e-06,6.31809e-06,6.25849e-06
0.18,6.1512e-06,6.28233e-06,6.19888e-06,6.12736e-06,6.22273e-06,6.2108e-06,6.33001e-06,6.29425e-06
0.19,6.17504e-06,6.33001e-06,6.23465e-06,6.23465e-06,6.29425e-06,6.17504e-06,6.38962e-06,6.22273e-06
0.2,6.1512e-06,6.23465e-06,6.25849e-06,6.19888e-06,6.23465e-06,6.25849e-06,6.24657e-06,6.33001e-06
0.21,6.25849e-06,6.18696e-06,6.22273e-06,6.23465e-06,6.23465e-06,6.27041e-06,6.29425e-06,6.27041e-06
0.22,6.22273e-06,6.33001e-06,6.19888e-06,6.23465e-06,6.17504e-06,6.29425e-06,6.29425e-06,6.27041e-06
0.23,6.28233e-06,6.25849e-06,6.22273e-06,6.25849e-06,6.23465e-06,6.25849e-06,6.35386e-06,6.27041e-06
0.24,6.07967e-06,6.30617e-06,6.17504e-06,6.12736e-06,6.29425e-06,6.29425e-06,6.28233e-06,6.36578e-06
0.25,6.25849e-06,6.33001e-06,6.25849e-06,6.17504e-06,6.3777e-06,6.23465e-06,6.31809e-06,6.34193e-06
0.26,6.23465e-06,6.25849e-06,6.2108e-06,6.23465e-06,6.29425e-06,6.29425e-06,6.35386e-06,6.28233e-06
0.27,6.17504e-06,6.29425e-06,6.27041e-06,6.28233e-06,6.35386e-06,6.30617e-06,6.35386e-06,6.24657e-06
0.28,6.2108e-06,6.29425e-06,6.25849e-06,6.18696e-06,6.25849e-06,6.29425e-06,6.29425e-06,6.29425e-06
0.29,6.29425e-06,6.25849e-06,6.25849e-06,6.27041e-06,6.25849e-06,6.24657e-06,6.29425e-06,6.29425e-06
0.3,6.2108e-06,6.28233e-06,6.28233e-06,6.23465e-06,6.29425e-06,6.35386e-06,6.28233e-06,6.29425e-06
0.31,6.25849e-06,6.35386e-06,6.23465e-06,6.27041e-06,6.24657e-06,6.35386e-06,6.33001e-06,6.35386e-06
0.32,6.25849e-06,6.1512e-06,6.17504e-06,6.11544e-06,6.18696e-06,6.27041e-06,6.31809e-06,6.30617e-06
0.33,6.27041e-06,6.35386e-06,6.19888e-06,6.18696e-06,6.28233e-06,6.25849e-06,6.33001e-06,6.25849e-06
0.34,6.29425e-06,6.29425e-06,6.31809e-06,6.2108e-06,6.24657e-06,6.40154e-06,6.29425e-06,6.29425e-06
0.35,6.23465e-06,6.29425e-06,6.25849e-06,6.25849e-06,6.23465e-06,6.33001e-06,6.30617e-06,6.25849e-06
0.36,6.29425e-06,6.36578e-06,6.25849e-06,6.17504e-06,6.35386e-06,6.22273e-06,6.33001e-06,6.12736e-06
0.37,6.23465e-06,6.28233e-06,6.25849e-06,6.17504e-06,6.29425e-06,6.24657e-06,6.38962e-06,6.29425e-06
0.38,6.24657e-06,6.31809e-06,6.29425e-06,6.24657e-06,6.34193e-06,6.36578e-06,6.35386e-06,6.30617e-06
0.39,6.23465e-06,6.27041e-06,6.25849e-06,6.11544e-06,6.2108e-06,6.35386e-06,6.4373e-06,6.28233e-06
0.4,6.29425e-06,6.33001e-06,6.2108e-06,6.24657e-06,6.30617e-06,6.33001e-06,6.33001e-06,6.30617e-06
0.41,6.27041e-06,6.23465e-06,6.25849e-06,6.19888e-06,6.31809e-06,6.30617e-06,6.3777e-06,6.33001e-06
