Timestamp (s),Current SMUA (A),Voltage SMUA (V),Current SMUb (A),Voltage SMUb (V)
0.0,-2.11e-06,2.95639e-05,3.40939e-06,0.100048
0.002,-1.71661e-06,1.50204e-05,2.63453e-06,0.100053
0.004,-2.31266e-06,3.62396e-05,2.76566e-06,0.100048
0.006,-1.54972e-06,4.50611e-05,2.55108e-06,0.10005
0.008,-1.68085e-06,1.21593e-05,2.45571e-06,0.100055
0.01,-1.7643e-06,1.50204e-05,2.55108e-06,0.100049
0.012,-1.2517e-06,1.5974e-05,2.67029e-06,0.100052
0.014,-1.12057e-06,2.76566e-05,2.71797e-06,0.100048
0.016,-1.33514e-06,1.78814e-05,2.80142e-06,0.100048
0.018,-1.07288e-06,4.31538e-05,2.76566e-06,0.10005
0.02,-1.7643e-06,2.36034e-05,2.58684e-06,0.100052
0.022,-1.50204e-06,2.76566e-05,2.63453e-06,0.100048
0.024,-1.2517e-06,1.5974e-05,2.63453e-06,0.100049
0.026,-1.71661e-06,1.97887e-05,2.76566e-06,0.100044
0.028,-1.80006e-06,2.45571e-05,2.28882e-06,0.100054
0.03,-9.41753e-07,1.88351e-05,2.5034e-06,0.10005
0.032,-8.58307e-07,1.3113e-05,2.71797e-06,0.100049
0.034,-1.15633e-06,2.07424e-05,2.88486e-06,0.100045
0.036,-1.03712e-06,1.21593e-05,3.09944e-06,0.100049
0.038,-1.03712e-06,1.78814e-05,3.23057e-06,0.100047
0.04,-1.54972e-06,1.5974e-05,2.67029e-06,0.100054
0.042,-1.2517e-06,2.16961e-05,2.63453e-06,0.100052
0.044,-1.80006e-06,1.3113e-05,2.41995e-06,0.100051
0.046,-1.15633e-06,3.24249e-05,2.58684e-06,0.100048
0.048,-1.7643e-06,3.05176e-05,2.63453e-06,0.100048
0.05,-1.46627e-06,1.78814e-05,2.3365e-06,0.100055
0.052,-1.68085e-06,3.14713e-05,2.45571e-06,0.100054
0.054,-1.68085e-06,3.8147e-05,2.80142e-06,0.100044
0.056,-1.7643e-06,2.76566e-05,2.63453e-06,0.100047
0.058,-1.07288e-06,3.8147e-05,2.55108e-06,0.100051
0.06,-1.50204e-06,1.3113e-05,2.88486e-06,0.100052
0.062,-1.33514e-06,2.26498e-05,2.80142e-06,0.100048
0.064,-1.33514e-06,3.24249e-05,2.58684e-06,0.100046
0.066,-9.89437e-07,2.16961e-05,2.67029e-06,0.100046
0.068,-1.46627e-06,4.88758e-05,2.55108e-06,0.100048
0.07,-1.89543e-06,2.26498e-05,2.63453e-06,0.100052
0.072,-1.7643e-06,2.16961e-05,2.45571e-06,0.100056
0.074,-1.50204e-06,2.57492e-05,2.45571e-06,0.100045
0.076,-1.63317e-06,3.14713e-05,2.41995e-06,0.100052
0.078,-1.37091e-06,4.22001e-05,2.67029e-06,0.10005
0.08,-1.54972e-06,3.24249e-05,2.80142e-06,0.100047
0.082,-1.58548e-06,3.24249e-05,2.98023e-06,0.100047
0.084,-1.28746e-06,5.26905e-05,2.67029e-06,0.100049
0.086,-1.68085e-06,4.50611e-05,2.41995e-06,0.100055
0.088,-1.71661e-06,3.62396e-05,2.3365e-06,0.10005
0.09,-1.68085e-06,3.33786e-05,2.45571e-06,0.100051
0.092,-2.01464e-06,2.95639e-05,2.71797e-06,0.100052
0.094,-1.80006e-06,2.67029e-05,2.67029e-06,0.100048
0.096,-1.54972e-06,2.95639e-05,2.5034e-06,0.100053
0.098,-1.03712e-06,1.78814e-05,2.5034e-06,0.100048
0.1,-1.03712e-06,1.5974e-05,2.63453e-06,0.100045
0.102,-1.07288e-06,3.43323e-05,2.63453e-06,0.100049
0.104,-1.12057e-06,2.16961e-05,2.67029e-06,0.100047
0.106,-1.41859e-06,1.12057e-05,2.76566e-06,0.100049
0.108,-1.07288e-06,2.67029e-05,2.71797e-06,0.100047
0.11,-7.7486e-07,2.07424e-05,2.71797e-06,0.100045
0.112,-1.41859e-06,1.69277e-05,2.58684e-06,0.100056
0.114,-7.7486e-07,2.86102e-05,2.76566e-06,0.10005
0.116,-1.41859e-06,4.22001e-05,2.67029e-06,0.100043
0.118,-8.58307e-07,3.14713e-05,2.3365e-06,0.100051
0.12,-1.46627e-06,2.57492e-05,2.5034e-06,0.100051
0.122,-1.63317e-06,5.24521e-06,2.5034e-06,0.100048
0.124,-1.46627e-06,2.86102e-05,2.71797e-06,0.100054
0.126,-1.50204e-06,1.3113e-05,2.88486e-06,0.100056
0.128,-1.2517e-06,6.19888e-06,2.76566e-06,0.100047
0.13,-1.68085e-06,3.33786e-05,3.09944e-06,0.100048
0.132,-1.58548e-06,1.69277e-05,2.58684e-06,0.100049
0.134,-1.2517e-06,1.88351e-05,2.71797e-06,0.100051
0.136,-1.54972e-06,3.05176e-05,2.67029e-06,0.100049
0.138,-1.89543e-06,2.45571e-05,2.76566e-06,0.100048
0.14,-1.58548e-06,2.07424e-05,2.37226e-06,0.100056
0.142,-7.7486e-07,1.0252e-05,2.58684e-06,0.100053
0.144,-8.58307e-07,1.40667e-05,2.76566e-06,0.100054
0.146,-1.03712e-06,4.1008e-05,2.63453e-06,0.100054
0.148,-1.07288e-06,2.67029e-05,2.76566e-06,0.100053
0.15,-1.37091e-06,2.07424e-05,2.8491e-06,0.100047
0.152,-9.41753e-07,2.16961e-05,2.88486e-06,0.100049
0.154,-1.50204e-06,2.86102e-05,2.67029e-06,0.100056
0.156,-1.2517e-06,2.16961e-05,2.58684e-06,0.100052
0.158,-1.50204e-06,3.33786e-05,2.5034e-06,0.100047
0.16,-1.54972e-06,1.3113e-05,2.67029e-06,0.100046
0.162,-1.41859e-06,9.29832e-06,2.67029e-06,0.100049
0.164,-1.37091e-06,2.26498e-05,2.58684e-06,0.10005
0.166,-9.41753e-07,3.71933e-05,2.76566e-06,0.100046
0.168,-9.89437e-07,1.50204e-05,2.71797e-06,0.100048
0.17,-1.03712e-06,2.95639e-05,2.8491e-06,0.100048
0.172,-1.20401e-06,2.57492e-05,2.55108e-06,0.100049
0.174,-1.58548e-06,2.86102e-05,2.63453e-06,0.100055
0.176,-1.58548e-06,3.14713e-05,2.76566e-06,0.100049
0.178,-1.71661e-06,3.71933e-05,2.63453e-06,0.100049
0.18,-1.2517e-06,3.52859e-05,2.71797e-06,0.100046
0.182,-1.33514e-06,3.62396e-05,2.41995e-06,0.100052
0.184,-9.05991e-07,1.69277e-05,2.8491e-06,0.10005
0.186,-1.28746e-06,2.86102e-05,2.5034e-06,0.100049
0.188,-1.68085e-06,2.95639e-05,2.58684e-06,0.100052
0.19,-1.03712e-06,1.69277e-05,2.55108e-06,0.100054
0.192,-9.41753e-07,3.8147e-05,2.88486e-06,0.100049
0.194,-1.20401e-06,2.36034e-05,2.63453e-06,0.100053
0.196,-1.20401e-06,2.36034e-05,2.80142e-06,0.100054
0.198,-8.58307e-07,3.33786e-05,2.88486e-06,0.100051
0.2,-1.15633e-06,2.86102e-05,2.67029e-06,0.10005
0.202,-1.68085e-06,3.05176e-05,2.8491e-06,0.100047
0.204,-1.37091e-06,1.5974e-05,2.63453e-06,0.100045
0.206,-1.2517e-06,1.12057e-05,2.41995e-06,0.100048
0.208,-8.22544e-07,2.76566e-05,2.55108e-06,0.100046
0.21,-1.37091e-06,8.10623e-06,2.76566e-06,0.100046
0.212,-1.20401e-06,4.76837e-07,2.8491e-06,0.10005
0.214,-1.12057e-06,1.40667e-05,2.98023e-06,0.100054
0.216,-6.91414e-07,2.57492e-05,2.8491e-06,0.100045
0.218,-1.12057e-06,1.88351e-05,2.71797e-06,0.100052
0.22,-1.80006e-06,1.97887e-05,3.06368e-06,0.100049
0.222,-1.41859e-06,2.38419e-06,2.67029e-06,0.100047
0.224,-1.54972e-06,4.29153e-06,2.93255e-06,0.100046
0.226,-1.84774e-06,2.07424e-05,2.80142e-06,0.100052
0.228,-1.68085e-06,2.07424e-05,2.71797e-06,0.10005
0.23,-1.15633e-06,8.10623e-06,2.63453e-06,0.100051
0.232,-1.20401e-06,2.26498e-05,2.8491e-06,0.10005
0.234,-1.71661e-06,1.40667e-05,2.80142e-06,0.10005
0.236,-1.33514e-06,2.45571e-05,2.80142e-06,0.100045
0.238,-1.46627e-06,3.52859e-05,2.80142e-06,0.100048
0.24,-1.03712e-06,1.88351e-05,2.63453e-06,0.100051
0.242,-1.20401e-06,1.88351e-05,2.80142e-06,0.100043
0.244,-1.2517e-06,6.19888e-06,2.63453e-06,0.100047
0.246,-1.41859e-06,8.10623e-06,2.71797e-06,0.100048
0.248,-1.41859e-06,2.86102e-05,2.55108e-06,0.100052
0.25,-1.54972e-06,2.67029e-05,2.58684e-06,0.10005
0.252,-1.28746e-06,1.88351e-05,2.45571e-06,0.10005
0.254,-1.12057e-06,8.10623e-06,2.63453e-06,0.100055
0.256,-1.41859e-06,3.52859e-05,2.45571e-06,0.100052
0.258,-1.58548e-06,4.1008e-05,2.80142e-06,0.100047
0.26,-9.05991e-07,3.05176e-05,2.63453e-06,0.100044
0.262,-1.37091e-06,2.67029e-05,2.58684e-06,0.100046
0.264,-1.28746e-06,4.41074e-05,2.45571e-06,0.100051
0.266,-1.58548e-06,2.07424e-05,2.12193e-06,0.100051
0.268,-1.28746e-06,2.57492e-05,2.45571e-06,0.100051
0.27,-1.28746e-06,4.50611e-05,2.5034e-06,0.100049
0.272,-1.71661e-06,2.86102e-05,2.76566e-06,0.100047
0.274,-1.2517e-06,2.57492e-05,2.58684e-06,0.100046
0.276,-1.03712e-06,9.29832e-06,3.016e-06,0.100049
0.278,-1.20401e-06,2.76566e-05,2.80142e-06,0.100054
0.28,-1.33514e-06,2.67029e-05,2.8491e-06,0.100044
0.282,-1.20401e-06,1.88351e-05,2.80142e-06,0.100055
0.284,-1.3113e-07,1.3113e-05,2.98023e-06,0.100047
0.286,-9.41753e-07,1.40667e-05,2.45571e-06,0.10005
0.288,-1.28746e-06,2.86102e-05,2.67029e-06,0.100051
0.29,-1.63317e-06,3.52859e-05,2.55108e-06,0.100052
0.292,-1.58548e-06,8.10623e-06,2.5034e-06,0.100057
0.294,-1.37091e-06,9.29832e-06,2.41995e-06,0.100049
0.296,-1.33514e-06,1.12057e-05,2.55108e-06,0.100046
0.298,-1.07288e-06,3.52859e-05,2.67029e-06,0.100049
0.3,-1.03712e-06,2.86102e-05,2.80142e-06,0.100047
0.302,-1.03712e-06,1.5974e-05,3.016e-06,0.100052
0.304,-1.41859e-06,1.5974e-05,3.06368e-06,0.100053
0.306,-9.05991e-07,-1.43051e-06,3.19481e-06,0.100047
0.308,-6.07967e-07,1.50204e-05,2.93255e-06,0.100048
0.31,-1.50204e-06,1.88351e-05,2.63453e-06,0.100049
0.312,-1.33514e-06,1.3113e-05,2.45571e-06,0.10005
0.314,-9.05991e-07,9.29832e-06,2.37226e-06,0.100053
0.316,-1.03712e-06,4.29153e-06,2.45571e-06,0.100052
0.318,-8.58307e-07,3.43323e-05,2.41995e-06,0.100048
0.32,-1.12057e-06,3.14713e-05,2.80142e-06,0.100051
0.322,-1.63317e-06,8.10623e-06,2.55108e-06,0.100046
0.324,-1.41859e-06,8.10623e-06,2.71797e-06,0.100046
0.326,-1.68085e-06,1.69277e-05,2.80142e-06,0.10005
0.328,-1.71661e-06,1.50204e-05,2.3365e-06,0.10005
0.33,-1.28746e-06,2.07424e-05,2.67029e-06,0.100049
0.332,-1.28746e-06,1.88351e-05,2.8491e-06,0.100052
0.334,-1.20401e-06,2.26498e-05,2.55108e-06,0.100052
0.336,-1.80006e-06,2.67029e-05,2.8491e-06,0.100052
0.338,-1.41859e-06,1.78814e-05,2.41995e-06,0.100054
0.34,-9.41753e-07,2.36034e-05,2.55108e-06,0.100053
0.342,-1.37091e-06,1.21593e-05,2.71797e-06,0.100052
0.344,-1.12057e-06,1.0252e-05,2.67029e-06,0.100048
0.346,-1.46627e-06,2.76566e-05,2.76566e-06,0.100051
0.348,-9.89437e-07,1.78814e-05,3.19481e-06,0.100054
0.35,-1.28746e-06,3.05176e-05,2.63453e-06,0.100055
0.352,-1.15633e-06,3.91006e-05,2.55108e-06,0.100051
0.354,-1.71661e-06,2.67029e-05,2.37226e-06,0.100048
0.356,-1.54972e-06,2.86102e-05,2.5034e-06,0.100055
0.358,-1.71661e-06,1.97887e-05,2.55108e-06,0.100053
0.36,-1.37091e-06,3.43323e-05,2.5034e-06,0.100047
0.362,-1.2517e-06,2.95639e-05,2.55108e-06,0.100049
0.364,-1.20401e-06,2.07424e-05,2.55108e-06,0.100054
0.366,-1.20401e-06,2.07424e-05,2.76566e-06,0.10005
0.368,-1.33514e-06,2.45571e-05,2.8491e-06,0.100054
0.37,-1.12057e-06,2.57492e-05,2.5034e-06,0.100051
0.372,-1.68085e-06,2.57492e-05,3.09944e-06,0.100048
0.374,-1.41859e-06,2.45571e-05,2.98023e-06,0.100047
0.376,-1.28746e-06,1.0252e-05,2.93255e-06,0.100047
0.378,-1.2517e-06,1.21593e-05,2.55108e-06,0.100054
0.38,-1.50204e-06,5.45979e-05,2.5034e-06,0.100051
0.382,-1.50204e-06,2.67029e-05,2.55108e-06,0.100053
0.384,-1.2517e-06,1.78814e-05,2.37226e-06,0.100053
0.386,-1.12057e-06,1.50204e-05,2.63453e-06,0.10005
0.388,-1.80006e-06,2.86102e-05,2.88486e-06,0.100051
0.39,-1.37091e-06,3.14713e-05,2.88486e-06,0.100053
0.392,-1.33514e-06,1.78814e-05,3.016e-06,0.100054
0.394,-2.11e-06,1.97887e-05,2.98023e-06,0.100047
