Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.71,1.79887e-05,1.7786e-05,1.76668e-05,1.75595e-05,1.74046e-05
0.72,1.8084e-05,1.78576e-05,1.76787e-05,1.74284e-05,1.74165e-05
0.73,1.81079e-05,1.78456e-05,1.77622e-05,1.75595e-05,1.73688e-05
0.74,1.79768e-05,1.78695e-05,1.7643e-05,1.7643e-05,1.73569e-05
0.75,1.80364e-05,1.78099e-05,1.76191e-05,1.75595e-05,1.74046e-05
0.76,1.79648e-05,1.78456e-05,1.75953e-05,1.75476e-05,1.74165e-05
0.77,1.80483e-05,1.78933e-05,1.77145e-05,1.76191e-05,1.74284e-05
0.78,1.80602e-05,1.77622e-05,1.77383e-05,1.76311e-05,1.72973e-05
0.79,1.80602e-05,1.77622e-05,1.77145e-05,1.76191e-05,1.75595e-05
0.8,1.8084e-05,1.78576e-05,1.77026e-05,1.75834e-05,1.74761e-05
0.81,1.80483e-05,1.78218e-05,1.77264e-05,1.74761e-05,1.74046e-05
0.82,1.78814e-05,1.77979e-05,1.77026e-05,1.7643e-05,1.7345e-05
0.83,1.80364e-05,1.78337e-05,1.76787e-05,1.7643e-05,1.74642e-05
0.84,1.80721e-05,1.78576e-05,1.76787e-05,1.75834e-05,1.7488e-05
0.85,1.80364e-05,1.78099e-05,1.77503e-05,1.75357e-05,1.74046e-05
0.86,1.80364e-05,1.78099e-05,1.77264e-05,1.76072e-05,1.74165e-05
0.87,1.80244e-05,1.78456e-05,1.76668e-05,1.76549e-05,1.74046e-05
0.88,1.80125e-05,1.78933e-05,1.76787e-05,1.76191e-05,1.74165e-05
0.89,1.80721e-05,1.78337e-05,1.77741e-05,1.7643e-05,1.73688e-05
0.9,1.8096e-05,1.79172e-05,1.77503e-05,1.75595e-05,1.73092e-05
0.91,1.80721e-05,1.78695e-05,1.76787e-05,1.7643e-05,1.73807e-05
0.92,1.80602e-05,1.77979e-05,1.76072e-05,1.75953e-05,1.74642e-05
0.93,1.80364e-05,1.76668e-05,1.77145e-05,1.75595e-05,1.73688e-05
0.94,1.8084e-05,1.78337e-05,1.76907e-05,1.76668e-05,1.72496e-05
0.95,1.80721e-05,1.78576e-05,1.7643e-05,1.76191e-05,1.73688e-05
0.96,1.80721e-05,1.78099e-05,1.7643e-05,1.76191e-05,1.74046e-05
0.97,1.80721e-05,1.78695e-05,1.77026e-05,1.75357e-05,1.73688e-05
0.98,1.8096e-05,1.78695e-05,1.76787e-05,1.75715e-05,1.73926e-05
0.99,1.80364e-05,1.78337e-05,1.76191e-05,1.76311e-05,1.74403e-05
1.0,1.80244e-05,1.77383e-05,1.7643e-05,1.75715e-05,1.74284e-05
1.01,1.80721e-05,1.78099e-05,1.76787e-05,1.75834e-05,1.74642e-05
1.02,1.80602e-05,1.78456e-05,1.76907e-05,1.75715e-05,1.74284e-05
1.03,1.80483e-05,1.77383e-05,1.76907e-05,1.7643e-05,1.74046e-05
1.04,1.80244e-05,1.78576e-05,1.76907e-05,1.75834e-05,1.74642e-05
1.05,1.79887e-05,1.79291e-05,1.77383e-05,1.7643e-05,1.74522e-05
1.06,1.81556e-05,1.78933e-05,1.77622e-05,1.75238e-05,1.73092e-05
1.07,1.8096e-05,1.78218e-05,1.76668e-05,1.76072e-05,1.73211e-05
1.08,1.8096e-05,1.78576e-05,1.7643e-05,1.76549e-05,1.74522e-05
1.09,1.80364e-05,1.79172e-05,1.77026e-05,1.76191e-05,1.74165e-05
1.1,1.80602e-05,1.78337e-05,1.77026e-05,1.76191e-05,1.73569e-05
1.11,1.80125e-05,1.78576e-05,1.76907e-05,1.76668e-05,1.74999e-05
1.12,1.8096e-05,1.78337e-05,1.77383e-05,1.76787e-05,1.75238e-05
1.13,1.81079e-05,1.78576e-05,1.76787e-05,1.76191e-05,1.73688e-05
1.14,1.80602e-05,1.78337e-05,1.7786e-05,1.75834e-05,1.74046e-05
1.15,1.80602e-05,1.79052e-05,1.77383e-05,1.75238e-05,1.74165e-05
1.16,1.80125e-05,1.78814e-05,1.76668e-05,1.76787e-05,1.74642e-05
1.17,1.80006e-05,1.78456e-05,1.7786e-05,1.76907e-05,1.74284e-05
1.18,1.81079e-05,1.79052e-05,1.7786e-05,1.76191e-05,1.73211e-05
1.19,1.81437e-05,1.77979e-05,1.76907e-05,1.76787e-05,1.74046e-05
1.2,1.80244e-05,1.79291e-05,1.7643e-05,1.76668e-05,1.74999e-05
1.21,1.80364e-05,1.78933e-05,1.76787e-05,1.76787e-05,1.74642e-05
1.22,1.79648e-05,1.77026e-05,1.77622e-05,1.77026e-05,1.74284e-05
1.23,1.81079e-05,1.77622e-05,1.76907e-05,1.75715e-05,1.74165e-05
1.24,1.81079e-05,1.78456e-05,1.75953e-05,1.76191e-05,1.7488e-05
1.25,1.8096e-05,1.78337e-05,1.77383e-05,1.76787e-05,1.74522e-05
1.26,1.80483e-05,1.77383e-05,1.77264e-05,1.76549e-05,1.7345e-05
1.27,1.80006e-05,1.78456e-05,1.76549e-05,1.75953e-05,1.73926e-05
1.28,1.80125e-05,1.78695e-05,1.77383e-05,1.76072e-05,1.74403e-05
1.29,1.81198e-05,1.78218e-05,1.77383e-05,1.7643e-05,1.74284e-05
1.3,1.80721e-05,1.77741e-05,1.77622e-05,1.77622e-05,1.73688e-05
1.31,1.80125e-05,1.78695e-05,1.77383e-05,1.75715e-05,1.74046e-05
1.32,1.80364e-05,1.78576e-05,1.77145e-05,1.76311e-05,1.74761e-05
1.33,1.80125e-05,1.77622e-05,1.7643e-05,1.76907e-05,1.73926e-05
1.34,1.8084e-05,1.78099e-05,1.77622e-05,1.76191e-05,1.73688e-05
1.35,1.81556e-05,1.78337e-05,1.77622e-05,1.76191e-05,1.74046e-05
1.36,1.81317e-05,1.7786e-05,1.77026e-05,1.75834e-05,1.7488e-05
1.37,1.81556e-05,1.78218e-05,1.77503e-05,1.77026e-05,1.74284e-05
1.38,1.80244e-05,1.79648e-05,1.77383e-05,1.76907e-05,1.74284e-05
1.39,1.79648e-05,1.78695e-05,1.7786e-05,1.76787e-05,1.74642e-05
1.4,1.8084e-05,1.78337e-05,1.76311e-05,1.75953e-05,1.75118e-05
1.41,1.81913e-05,1.79052e-05,1.76787e-05,1.76549e-05,1.74284e-05
1.42,1.81437e-05,1.78814e-05,1.77264e-05,1.77026e-05,1.74046e-05
1.43,1.80721e-05,1.78576e-05,1.77264e-05,1.76787e-05,1.75953e-05
1.44,1.80364e-05,1.77622e-05,1.77145e-05,1.7643e-05,1.75238e-05
1.45,1.80721e-05,1.79529e-05,1.77026e-05,1.76072e-05,1.73807e-05
1.46,1.81913e-05,1.78933e-05,1.7786e-05,1.77264e-05,1.74165e-05
1.47,1.8096e-05,1.78576e-05,1.77264e-05,1.77145e-05,1.74642e-05
1.48,1.8096e-05,1.78337e-05,1.77383e-05,1.76907e-05,1.74642e-05
1.49,1.8096e-05,1.78933e-05,1.76787e-05,1.76311e-05,1.74761e-05
1.5,1.79887e-05,1.78456e-05,1.77622e-05,1.76668e-05,1.73688e-05
1.51,1.81675e-05,1.77264e-05,1.77979e-05,1.76787e-05,1.7488e-05
1.52,1.81675e-05,1.78814e-05,1.77383e-05,1.76787e-05,1.7488e-05
1.53,1.81079e-05,1.77979e-05,1.76907e-05,1.7643e-05,1.74284e-05
1.54,1.81317e-05,1.77979e-05,1.77264e-05,1.76191e-05,1.74522e-05
1.55,1.80483e-05,1.78218e-05,1.77503e-05,1.76787e-05,1.7488e-05
1.56,1.80602e-05,1.79529e-05,1.77503e-05,1.76072e-05,1.75118e-05
1.57,1.81079e-05,1.78576e-05,1.76191e-05,1.75715e-05,1.7488e-05
1.58,1.8096e-05,1.78456e-05,1.77979e-05,1.75834e-05,1.7333e-05
1.59,1.80721e-05,1.78695e-05,1.78099e-05,1.76787e-05,1.75118e-05
1.6,1.80483e-05,1.78933e-05,1.77741e-05,1.76787e-05,1.75118e-05
1.61,1.79887e-05,1.78695e-05,1.76907e-05,1.76072e-05,1.74284e-05
1.62,1.80721e-05,1.78337e-05,1.77503e-05,1.76311e-05,1.74403e-05
1.63,1.81675e-05,1.79529e-05,1.78337e-05,1.76787e-05,1.74642e-05
1.64,1.81079e-05,1.78933e-05,1.77622e-05,1.77383e-05,1.75238e-05
1.65,1.80721e-05,1.78337e-05,1.76787e-05,1.7643e-05,1.74403e-05
1.66,1.80364e-05,1.78099e-05,1.77145e-05,1.76311e-05,1.74999e-05
1.67,1.80602e-05,1.78814e-05,1.77264e-05,1.75834e-05,1.74522e-05
1.68,1.81556e-05,1.78218e-05,1.77026e-05,1.76907e-05,1.75238e-05
1.69,1.81675e-05,1.78576e-05,1.76549e-05,1.77026e-05,1.75238e-05
1.7,1.81556e-05,1.78814e-05,1.77026e-05,1.75834e-05,1.74165e-05
1.71,1.80721e-05,1.78695e-05,1.77979e-05,1.76787e-05,1.7488e-05
1.72,1.80602e-05,1.78814e-05,1.77026e-05,1.7786e-05,1.75118e-05
1.73,1.81079e-05,1.79291e-05,1.76787e-05,1.77622e-05,1.7488e-05
1.74,1.82271e-05,1.79648e-05,1.77383e-05,1.76072e-05,1.73807e-05
1.75,1.82033e-05,1.78695e-05,1.77503e-05,1.76787e-05,1.7488e-05
1.76,1.81079e-05,1.78337e-05,1.77622e-05,1.77383e-05,1.75476e-05
1.77,1.8084e-05,1.78695e-05,1.77741e-05,1.76549e-05,1.7488e-05
1.78,1.80602e-05,1.79529e-05,1.77741e-05,1.76668e-05,1.74522e-05
1.79,1.81437e-05,1.78337e-05,1.77979e-05,1.76191e-05,1.74999e-05
1.8,1.8096e-05,1.78695e-05,1.78337e-05,1.76907e-05,1.75595e-05
1.81,1.81437e-05,1.79052e-05,1.77622e-05,1.76907e-05,1.74761e-05
1.82,1.81675e-05,1.78695e-05,1.7786e-05,1.7643e-05,1.74999e-05
1.83,1.81317e-05,1.78576e-05,1.78456e-05,1.75834e-05,1.75595e-05
1.84,1.80483e-05,1.78933e-05,1.77979e-05,1.77264e-05,1.74642e-05
1.85,1.80721e-05,1.79172e-05,1.77622e-05,1.77145e-05,1.74165e-05
1.86,1.81913e-05,1.78337e-05,1.77026e-05,1.76668e-05,1.7488e-05
1.87,1.81794e-05,1.78933e-05,1.78337e-05,1.76668e-05,1.75238e-05
1.88,1.80483e-05,1.7941e-05,1.78099e-05,1.77383e-05,1.75834e-05
1.89,1.80721e-05,1.79172e-05,1.77622e-05,1.76907e-05,1.74642e-05
1.9,1.80721e-05,1.78933e-05,1.76787e-05,1.77383e-05,1.7345e-05
1.91,1.81675e-05,1.79291e-05,1.78695e-05,1.76191e-05,1.75595e-05
1.92,1.81675e-05,1.79172e-05,1.78337e-05,1.76907e-05,1.7488e-05
1.93,1.81317e-05,1.78695e-05,1.77383e-05,1.76549e-05,1.74284e-05
1.94,1.80721e-05,1.77979e-05,1.77026e-05,1.76787e-05,1.74522e-05
1.95,1.80364e-05,1.79172e-05,1.7786e-05,1.76668e-05,1.75834e-05
1.96,1.81079e-05,1.7941e-05,1.77741e-05,1.77145e-05,1.75834e-05
1.97,1.82152e-05,1.78814e-05,1.77979e-05,1.77026e-05,1.75238e-05
1.98,1.81794e-05,1.78814e-05,1.77383e-05,1.76787e-05,1.74999e-05
1.99,1.80721e-05,1.7941e-05,1.77622e-05,1.75953e-05,1.75595e-05
2.0,1.81675e-05,1.79172e-05,1.78337e-05,1.76549e-05,1.75238e-05
2.01,1.80721e-05,1.78218e-05,1.78456e-05,1.77383e-05,1.7488e-05
2.02,1.81079e-05,1.79529e-05,1.77026e-05,1.77383e-05,1.74642e-05
2.03,1.81675e-05,1.79291e-05,1.77503e-05,1.77979e-05,1.75715e-05
2.04,1.81317e-05,1.79172e-05,1.7786e-05,1.76907e-05,1.75238e-05
2.05,1.8084e-05,1.78695e-05,1.77383e-05,1.77383e-05,1.74642e-05
2.06,1.81317e-05,1.80006e-05,1.77622e-05,1.77264e-05,1.74522e-05
2.07,1.80125e-05,1.79529e-05,1.77979e-05,1.77383e-05,1.75834e-05
2.08,1.81675e-05,1.78576e-05,1.78576e-05,1.76787e-05,1.75595e-05
2.09,1.82629e-05,1.78695e-05,1.78099e-05,1.77979e-05,1.7488e-05
2.1,1.8239e-05,1.7941e-05,1.77503e-05,1.77026e-05,1.74761e-05
2.11,1.81437e-05,1.79172e-05,1.77383e-05,1.76191e-05,1.75953e-05
2.12,1.81079e-05,1.78337e-05,1.77979e-05,1.77026e-05,1.75715e-05
2.13,1.81317e-05,1.79291e-05,1.78099e-05,1.77026e-05,1.74046e-05
2.14,1.81913e-05,1.79529e-05,1.77383e-05,1.76787e-05,1.75357e-05
2.15,1.82271e-05,1.78695e-05,1.76907e-05,1.77145e-05,1.75834e-05
2.16,1.81913e-05,1.78695e-05,1.78099e-05,1.7643e-05,1.7488e-05
2.17,1.81317e-05,1.80006e-05,1.78695e-05,1.76787e-05,1.7488e-05
2.18,1.80125e-05,1.79529e-05,1.78337e-05,1.77741e-05,1.74642e-05
2.19,1.81317e-05,1.78933e-05,1.77979e-05,1.77383e-05,1.76191e-05
2.2,1.82152e-05,1.79291e-05,1.77622e-05,1.76668e-05,1.75238e-05
2.21,1.81556e-05,1.79291e-05,1.77741e-05,1.77503e-05,1.74403e-05
2.22,1.82509e-05,1.79529e-05,1.78456e-05,1.78099e-05,1.74761e-05
2.23,1.80721e-05,1.78576e-05,1.77622e-05,1.77622e-05,1.75476e-05
2.24,1.81079e-05,1.79529e-05,1.77503e-05,1.77383e-05,1.74642e-05
