Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,2.60115e-05,2.61903e-05,2.6238e-05,2.63214e-05,2.63929e-05
0.04,2.50816e-05,2.51651e-05,2.52247e-05,2.5475e-05,2.54393e-05
0.08,2.50459e-05,2.50936e-05,2.51651e-05,2.54869e-05,2.54393e-05
0.12,2.50816e-05,2.50816e-05,2.52485e-05,2.55108e-05,2.54393e-05
0.16,2.51532e-05,2.50936e-05,2.52962e-05,2.55227e-05,2.55227e-05
0.2,2.51889e-05,2.51532e-05,2.52724e-05,2.55704e-05,2.55823e-05
0.24,2.52008e-05,2.52247e-05,2.5332e-05,2.56181e-05,2.56419e-05
0.28,2.52843e-05,2.52724e-05,2.53916e-05,2.56658e-05,2.57015e-05
0.32,2.5332e-05,2.52724e-05,2.54631e-05,2.57015e-05,2.57254e-05
0.36,2.5332e-05,2.53081e-05,2.54869e-05,2.57134e-05,2.57969e-05
0.4,2.53797e-05,2.53439e-05,2.55585e-05,2.57492e-05,2.58088e-05
0.44,2.53677e-05,2.5332e-05,2.55466e-05,2.57969e-05,2.58565e-05
0.48,2.53916e-05,2.54035e-05,2.55227e-05,2.5785e-05,2.58565e-05
0.52,2.54273e-05,2.54273e-05,2.55823e-05,2.58088e-05,2.59161e-05
0.56,2.54393e-05,2.54631e-05,2.55942e-05,2.57969e-05,2.5928e-05
0.6,2.54512e-05,2.5475e-05,2.56419e-05,2.58684e-05,2.59399e-05
0.64,2.5475e-05,2.54989e-05,2.56538e-05,2.58565e-05,2.59519e-05
0.68,2.54869e-05,2.54989e-05,2.56419e-05,2.59042e-05,2.59638e-05
0.72,2.55466e-05,2.55466e-05,2.56896e-05,2.5928e-05,2.59519e-05
0.76,2.55466e-05,2.55585e-05,2.56896e-05,2.59042e-05,2.60234e-05
0.8,2.56181e-05,2.55585e-05,2.56777e-05,2.59161e-05,2.60472e-05
0.84,2.55704e-05,2.55585e-05,2.57373e-05,2.5928e-05,2.60711e-05
0.88,2.55704e-05,2.55823e-05,2.57611e-05,2.59399e-05,2.60711e-05
0.92,2.563e-05,2.55585e-05,2.57611e-05,2.59161e-05,2.60592e-05
0.96,2.56538e-05,2.56181e-05,2.57969e-05,2.5928e-05,2.6083e-05
1.0,2.56419e-05,2.56538e-05,2.5773e-05,2.59876e-05,2.60949e-05
1.04,2.563e-05,2.56419e-05,2.57969e-05,2.60115e-05,2.61068e-05
1.08,2.56181e-05,2.56181e-05,2.57969e-05,2.60234e-05,2.61188e-05
1.12,2.56777e-05,2.563e-05,2.58446e-05,2.60472e-05,2.61426e-05
1.16,2.56896e-05,2.56419e-05,2.58565e-05,2.60711e-05,2.61426e-05
1.2,2.56777e-05,2.56658e-05,2.59042e-05,2.60472e-05,2.61784e-05
1.24,2.56896e-05,2.56777e-05,2.58684e-05,2.60234e-05,2.61784e-05
1.28,2.56777e-05,2.56538e-05,2.58684e-05,2.60115e-05,2.61903e-05
1.32,2.56896e-05,2.56777e-05,2.58327e-05,2.60353e-05,2.61784e-05
1.36,2.56777e-05,2.56658e-05,2.58088e-05,2.6083e-05,2.61903e-05
1.4,2.57134e-05,2.56896e-05,2.58088e-05,2.6083e-05,2.61545e-05
1.44,2.57015e-05,2.56658e-05,2.58684e-05,2.61068e-05,2.61426e-05
1.48,2.57254e-05,2.57254e-05,2.58684e-05,2.61068e-05,2.61784e-05
1.52,2.57373e-05,2.57254e-05,2.58803e-05,2.61188e-05,2.61307e-05
1.56,2.57611e-05,2.57492e-05,2.5928e-05,2.61307e-05,2.61784e-05
1.6,2.5773e-05,2.57015e-05,2.59042e-05,2.61545e-05,2.61903e-05
1.64,2.5773e-05,2.5773e-05,2.58923e-05,2.61545e-05,2.62141e-05
1.68,2.57492e-05,2.5773e-05,2.58565e-05,2.61426e-05,2.6238e-05
1.72,2.58088e-05,2.5785e-05,2.58565e-05,2.61307e-05,2.62976e-05
1.76,2.5785e-05,2.58088e-05,2.5928e-05,2.61784e-05,2.6238e-05
1.8,2.57969e-05,2.5785e-05,2.59042e-05,2.62022e-05,2.62141e-05
1.84,2.5773e-05,2.5785e-05,2.59161e-05,2.62141e-05,2.62618e-05
1.88,2.57969e-05,2.58327e-05,2.59638e-05,2.62141e-05,2.62856e-05
1.92,2.57611e-05,2.58327e-05,2.5928e-05,2.62141e-05,2.6238e-05
1.96,2.57969e-05,2.58207e-05,2.59042e-05,2.62141e-05,2.62618e-05
2.0,2.58088e-05,2.58327e-05,2.59161e-05,2.6226e-05,2.62856e-05
2.04,2.58207e-05,2.58207e-05,2.59161e-05,2.6238e-05,2.62737e-05
2.08,2.5785e-05,2.58207e-05,2.59399e-05,2.62499e-05,2.62737e-05
2.12,2.57969e-05,2.58446e-05,2.59399e-05,2.62499e-05,2.62499e-05
2.16,2.58088e-05,2.57611e-05,2.59638e-05,2.6226e-05,2.6238e-05
2.2,2.58207e-05,2.5785e-05,2.60115e-05,2.6238e-05,2.6238e-05
2.24,2.58446e-05,2.58327e-05,2.59995e-05,2.6238e-05,2.62976e-05
2.28,2.57969e-05,2.58207e-05,2.59876e-05,2.62618e-05,2.62737e-05
2.32,2.58446e-05,2.58565e-05,2.59757e-05,2.62618e-05,2.62856e-05
2.36,2.58803e-05,2.58327e-05,2.59757e-05,2.62737e-05,2.62976e-05
2.4,2.58923e-05,2.58327e-05,2.59638e-05,2.62499e-05,2.63333e-05
2.44,2.59042e-05,2.58327e-05,2.60472e-05,2.62737e-05,2.63095e-05
2.48,2.58446e-05,2.58446e-05,2.60234e-05,2.62737e-05,2.62737e-05
2.52,2.58923e-05,2.58327e-05,2.60472e-05,2.6226e-05,2.62976e-05
2.56,2.58684e-05,2.58565e-05,2.60234e-05,2.62499e-05,2.62618e-05
2.6,2.58923e-05,2.58207e-05,2.60234e-05,2.6226e-05,2.62976e-05
2.64,2.59161e-05,2.58446e-05,2.60115e-05,2.62737e-05,2.62737e-05
2.68,2.59399e-05,2.58207e-05,2.60234e-05,2.6238e-05,2.63214e-05
2.72,2.59042e-05,2.58088e-05,2.60592e-05,2.62976e-05,2.62856e-05
2.76,2.5928e-05,2.58565e-05,2.60353e-05,2.62737e-05,2.63214e-05
2.8,2.58684e-05,2.58803e-05,2.60472e-05,2.6238e-05,2.62976e-05
2.84,2.59042e-05,2.58923e-05,2.60592e-05,2.62618e-05,2.63095e-05
2.88,2.59638e-05,2.58684e-05,2.60472e-05,2.62618e-05,2.63572e-05
2.92,2.59519e-05,2.58684e-05,2.60711e-05,2.6238e-05,2.63453e-05
2.96,2.59399e-05,2.58565e-05,2.60234e-05,2.62737e-05,2.63095e-05
3.0,2.59757e-05,2.58803e-05,2.60472e-05,2.62499e-05,2.63453e-05
3.04,2.59519e-05,2.58565e-05,2.60711e-05,2.62856e-05,2.63453e-05
3.08,2.59757e-05,2.5928e-05,2.60711e-05,2.62856e-05,2.63453e-05
3.12,2.59519e-05,2.59042e-05,2.60592e-05,2.62856e-05,2.63095e-05
3.16,2.5928e-05,2.58684e-05,2.60353e-05,2.63095e-05,2.63453e-05
3.2,2.5928e-05,2.58803e-05,2.60592e-05,2.62976e-05,2.63453e-05
3.24,2.59399e-05,2.58803e-05,2.6083e-05,2.62976e-05,2.63691e-05
3.28,2.59757e-05,2.58565e-05,2.61188e-05,2.62737e-05,2.64049e-05
3.32,2.59638e-05,2.58565e-05,2.6083e-05,2.62737e-05,2.64168e-05
3.36,2.60115e-05,2.59161e-05,2.61068e-05,2.62737e-05,2.63929e-05
3.4,2.59876e-05,2.59042e-05,2.61307e-05,2.62976e-05,2.64287e-05
3.44,2.60115e-05,2.5928e-05,2.6083e-05,2.62618e-05,2.64287e-05
3.48,2.59399e-05,2.59399e-05,2.60115e-05,2.62618e-05,2.6381e-05
3.52,2.59876e-05,2.59876e-05,2.60353e-05,2.63095e-05,2.63691e-05
3.56,2.59399e-05,2.59638e-05,2.60592e-05,2.63095e-05,2.6381e-05
3.6,2.59876e-05,2.59638e-05,2.6083e-05,2.63214e-05,2.63691e-05
3.64,2.59638e-05,2.59876e-05,2.61307e-05,2.63095e-05,2.64049e-05
3.68,2.59519e-05,2.59519e-05,2.61426e-05,2.63572e-05,2.6381e-05
3.72,2.59757e-05,2.59399e-05,2.61068e-05,2.62856e-05,2.63929e-05
3.76,2.59995e-05,2.59757e-05,2.60592e-05,2.63214e-05,2.63691e-05
