Timestamp (s),Current SMUA (A),Voltage SMUA (V),Current SMUb (A),Voltage SMUb (V)
0.0,8.34465e-08,-1.00136e-05,5.24521e-06,0.099946
0.002,3.57628e-08,-1.66893e-05,5.45979e-06,0.099945
0.004,-9.53674e-08,-2.14577e-06,4.98295e-06,0.099948
0.006,-1.19209e-08,3.57628e-06,5.16176e-06,0.099951
0.008,2.5034e-07,7.39098e-06,5.32866e-06,0.099944
0.01,1.19209e-07,1.66893e-06,4.98295e-06,0.099942
0.012,3.33786e-07,-1.7643e-05,4.98295e-06,0.099944
0.014,4.17233e-07,7.15256e-07,5.4121e-06,0.099939
0.016,4.17233e-07,-6.91414e-06,5.32866e-06,0.09994
0.018,5.96046e-07,7.15256e-07,5.19753e-06,0.099945
0.02,1.66893e-07,1.71661e-05,5.19753e-06,0.099948
0.022,1.19209e-07,-7.86781e-06,5.11408e-06,0.099945
0.024,2.5034e-07,2.6226e-06,5.4121e-06,0.099946
0.026,2.98023e-07,-2.38419e-07,4.81606e-06,0.099943
0.028,3.33786e-07,1.43051e-05,5.28097e-06,0.099941
0.03,2.02656e-07,1.81198e-05,5.11408e-06,0.099936
0.032,7.62939e-07,-4.05312e-06,4.98295e-06,0.099939
0.034,6.31809e-07,7.15256e-07,5.4121e-06,0.099941
0.036,5.96046e-07,2.19345e-05,5.16176e-06,0.099944
0.038,2.02656e-07,4.52995e-06,5.19753e-06,0.09994
0.04,3.8147e-07,-2.38419e-07,5.24521e-06,0.09994
0.042,4.64916e-07,-6.91414e-06,4.8995e-06,0.099941
0.044,-9.53674e-08,1.14441e-05,5.4121e-06,0.09994
0.046,2.98023e-07,1.14441e-05,4.98295e-06,0.099947
0.048,3.33786e-07,2.38419e-05,4.98295e-06,0.099945
0.05,5.96046e-07,7.15256e-07,5.28097e-06,0.099942
0.052,7.27177e-07,5.48363e-06,4.98295e-06,0.099946
0.054,3.8147e-07,7.15256e-07,5.24521e-06,0.099941
0.056,1.66893e-07,1.71661e-05,5.45979e-06,0.099947
0.058,4.64916e-07,1.66893e-06,4.73261e-06,0.099943
0.06,4.64916e-07,1.33514e-05,5.28097e-06,0.099939
0.062,2.02656e-07,4.52995e-06,4.98295e-06,0.099945
0.064,6.79493e-07,7.39098e-06,5.03063e-06,0.09994
0.066,1.66893e-07,2.00272e-05,5.32866e-06,0.099946
0.068,7.27177e-07,1.52588e-05,4.60148e-06,0.099943
0.07,2.5034e-07,-2.14577e-06,4.8995e-06,0.099942
0.072,1.19209e-07,-9.05991e-06,5.45979e-06,0.099939
0.074,4.64916e-07,-2.74181e-05,5.11408e-06,0.09994
0.076,6.31809e-07,-3.09944e-06,5.24521e-06,0.099941
0.078,2.5034e-07,-1.19209e-06,5.11408e-06,0.099942
0.08,5.96046e-07,-1.09673e-05,5.24521e-06,0.099945
0.082,3.33786e-07,1.04904e-05,5.11408e-06,0.099943
0.084,5.48363e-07,3.57628e-06,5.24521e-06,0.099945
0.086,5.48363e-07,1.23978e-05,5.16176e-06,0.099946
0.088,8.34465e-08,-3.09944e-06,5.4121e-06,0.099947
0.09,3.8147e-07,-3.09944e-06,4.8995e-06,0.099943
0.092,4.64916e-07,-2.38419e-07,5.28097e-06,0.09994
0.094,1.66893e-07,-1.38283e-05,5.11408e-06,0.099946
0.096,5.48363e-07,1.66893e-06,5.11408e-06,0.099948
0.098,2.98023e-07,2.09808e-05,5.4121e-06,0.099946
0.1,6.79493e-07,2.6226e-06,5.28097e-06,0.099946
0.102,7.62939e-07,-5.96046e-06,5.19753e-06,0.099944
0.104,1.66893e-07,-1.38283e-05,5.19753e-06,0.099946
0.106,5.48363e-07,4.52995e-06,4.8995e-06,0.099946
0.108,4.64916e-07,4.52995e-06,5.24521e-06,0.099943
0.11,2.5034e-07,-5.96046e-06,4.81606e-06,0.099944
0.112,3.8147e-07,-1.19209e-05,5.07832e-06,0.099946
0.114,7.27177e-07,-6.91414e-06,4.86374e-06,0.099948
0.116,5.126e-07,-4.05312e-06,5.03063e-06,0.099946
0.118,8.9407e-07,2.00272e-05,5.03063e-06,0.099942
0.12,3.33786e-07,2.6226e-06,5.11408e-06,0.099937
0.122,3.33786e-07,-6.91414e-06,4.8995e-06,0.099943
0.124,5.48363e-07,-6.91414e-06,5.07832e-06,0.09995
0.126,6.31809e-07,-7.86781e-06,5.07832e-06,0.099939
0.128,3.8147e-07,2.19345e-05,5.4121e-06,0.099946
0.13,1.66893e-07,3.45707e-05,5.49555e-06,0.099935
0.132,5.96046e-07,1.71661e-05,4.55379e-06,0.099945
0.134,4.64916e-07,2.6226e-06,4.98295e-06,0.099941
0.136,4.17233e-07,-2.38419e-07,5.16176e-06,0.09994
0.138,8.34465e-08,7.39098e-06,4.98295e-06,0.099944
0.14,3.33786e-07,1.04904e-05,5.28097e-06,0.099938
0.142,5.126e-07,-9.05991e-06,5.28097e-06,0.099942
0.144,2.98023e-07,4.52995e-06,5.4121e-06,0.099945
0.146,4.64916e-07,7.39098e-06,5.16176e-06,0.09995
0.148,5.48363e-07,1.14441e-05,5.03063e-06,0.099941
0.15,5.96046e-07,1.23978e-05,5.32866e-06,0.099944
0.152,2.02656e-07,1.52588e-05,4.86374e-06,0.099943
0.154,5.126e-07,9.53674e-06,4.8995e-06,0.099942
0.156,3.33786e-07,-7.86781e-06,5.07832e-06,0.099947
0.158,6.79493e-07,-1.09673e-05,5.19753e-06,0.099943
0.16,5.126e-07,6.4373e-06,5.03063e-06,0.099941
0.162,8.34465e-08,2.6226e-06,5.16176e-06,0.099945
0.164,8.46386e-07,5.48363e-06,4.73261e-06,0.099947
0.166,5.96046e-07,1.04904e-05,5.37634e-06,0.099942
0.168,5.48363e-07,1.71661e-05,5.16176e-06,0.099942
0.17,3.33786e-07,-2.14577e-06,5.11408e-06,0.099936
0.172,1.66893e-07,-1.09673e-05,5.28097e-06,0.09995
0.174,5.96046e-07,-1.4782e-05,4.81606e-06,0.099946
0.176,5.126e-07,-1.85966e-05,5.11408e-06,0.099939
0.178,3.33786e-07,-6.91414e-06,5.24521e-06,0.099945
0.18,4.64916e-07,4.52995e-06,4.8995e-06,0.099942
0.182,8.9407e-07,-1.85966e-05,4.86374e-06,0.099944
0.184,4.64916e-07,7.15256e-07,5.45979e-06,0.099949
0.186,5.96046e-07,-1.7643e-05,4.94719e-06,0.09995
0.188,4.17233e-07,1.14441e-05,5.49555e-06,0.099941
0.19,-1.3113e-07,1.33514e-05,5.07832e-06,0.099948
0.192,4.17233e-07,3.57628e-06,5.19753e-06,0.099945
0.194,1.19209e-07,-1.38283e-05,5.32866e-06,0.099943
0.196,3.8147e-07,-1.00136e-05,4.60148e-06,0.099947
0.198,6.31809e-07,-2.14577e-06,5.07832e-06,0.099946
0.2,4.64916e-07,-2.38419e-07,4.98295e-06,0.099948
0.202,7.62939e-07,-1.19209e-06,5.19753e-06,0.099944
0.204,3.8147e-07,-5.96046e-06,5.07832e-06,0.099941
0.206,3.8147e-07,-1.85966e-05,5.45979e-06,0.099947
0.208,2.98023e-07,2.7895e-05,5.24521e-06,0.099945
0.21,3.8147e-07,8.34465e-06,5.24521e-06,0.099944
0.212,5.126e-07,-3.09944e-06,4.94719e-06,0.099949
0.214,5.48363e-07,1.04904e-05,5.37634e-06,0.09994
0.216,4.17233e-07,1.23978e-05,5.11408e-06,0.099945
0.218,5.96046e-07,-4.05312e-06,5.11408e-06,0.099943
0.22,5.126e-07,3.57628e-06,5.07832e-06,0.099947
0.222,2.5034e-07,7.39098e-06,5.24521e-06,0.099946
0.224,4.17233e-07,7.15256e-07,5.07832e-06,0.099946
0.226,1.66893e-07,-2.38419e-07,5.37634e-06,0.099943
0.228,5.126e-07,-1.38283e-05,4.86374e-06,0.099945
0.23,3.8147e-07,1.43051e-05,5.45979e-06,0.099947
0.232,7.27177e-07,-3.09944e-06,4.8995e-06,0.099946
0.234,5.96046e-07,7.39098e-06,5.07832e-06,0.099944
