Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,3.39746e-06,4.86374e-06,5.11408e-06,5.03063e-06,4.33922e-06,5.19753e-06,4.76837e-06,4.51803e-06
0.001,4.33922e-06,4.76837e-06,4.76837e-06,4.86374e-06,4.33922e-06,4.76837e-06,4.60148e-06,4.51803e-06
0.002,4.17233e-06,3.82662e-06,4.08888e-06,3.48091e-06,5.11408e-06,3.74317e-06,5.03063e-06,4.76837e-06
0.003,4.43459e-06,4.17233e-06,4.25577e-06,4.08888e-06,4.00543e-06,4.68492e-06,4.33922e-06,4.25577e-06
0.004,4.08888e-06,4.00543e-06,4.08888e-06,4.08888e-06,4.25577e-06,3.14713e-06,4.08888e-06,4.17233e-06
0.005,4.25577e-06,3.57628e-06,3.31402e-06,3.82662e-06,4.43459e-06,3.48091e-06,3.82662e-06,4.25577e-06
0.006,4.33922e-06,3.91006e-06,4.17233e-06,3.82662e-06,4.08888e-06,4.17233e-06,4.17233e-06,4.43459e-06
0.007,4.33922e-06,4.25577e-06,3.82662e-06,4.00543e-06,3.65973e-06,4.51803e-06,4.17233e-06,4.00543e-06
0.008,4.25577e-06,3.82662e-06,3.57628e-06,4.08888e-06,3.57628e-06,4.43459e-06,3.82662e-06,3.57628e-06
0.009,4.43459e-06,3.91006e-06,4.17233e-06,4.43459e-06,3.48091e-06,3.82662e-06,3.23057e-06,4.25577e-06
0.01,4.17233e-06,4.08888e-06,4.25577e-06,4.25577e-06,4.33922e-06,4.00543e-06,4.17233e-06,4.51803e-06
0.011,4.00543e-06,4.17233e-06,5.03063e-06,4.51803e-06,3.74317e-06,4.25577e-06,3.48091e-06,4.51803e-06
0.012,3.65973e-06,4.33922e-06,5.28097e-06,3.91006e-06,4.17233e-06,4.08888e-06,3.91006e-06,3.74317e-06
0.013,3.91006e-06,4.94719e-06,5.03063e-06,4.00543e-06,4.33922e-06,4.76837e-06,3.74317e-06,4.94719e-06
0.014,3.74317e-06,4.43459e-06,3.74317e-06,4.33922e-06,4.60148e-06,4.33922e-06,4.76837e-06,3.31402e-06
0.015,3.82662e-06,4.51803e-06,4.43459e-06,4.25577e-06,4.00543e-06,4.51803e-06,4.51803e-06,3.65973e-06
0.016,4.33922e-06,4.33922e-06,3.39746e-06,3.82662e-06,4.60148e-06,4.43459e-06,3.57628e-06,3.31402e-06
0.017,3.91006e-06,4.60148e-06,5.03063e-06,4.43459e-06,4.76837e-06,4.25577e-06,3.82662e-06,4.43459e-06
0.018,4.68492e-06,4.00543e-06,4.43459e-06,3.82662e-06,3.82662e-06,4.25577e-06,4.00543e-06,4.08888e-06
0.019,4.86374e-06,4.08888e-06,4.33922e-06,3.39746e-06,3.39746e-06,4.25577e-06,3.39746e-06,4.00543e-06
0.02,4.25577e-06,4.43459e-06,4.17233e-06,3.82662e-06,3.57628e-06,3.82662e-06,4.94719e-06,4.08888e-06
0.021,3.74317e-06,4.43459e-06,3.82662e-06,4.17233e-06,4.08888e-06,4.17233e-06,3.57628e-06,4.33922e-06
0.022,4.33922e-06,3.82662e-06,4.17233e-06,3.23057e-06,4.08888e-06,4.00543e-06,3.91006e-06,4.33922e-06
0.023,3.65973e-06,3.65973e-06,3.91006e-06,3.65973e-06,4.00543e-06,4.08888e-06,3.57628e-06,4.94719e-06
0.024,3.74317e-06,3.91006e-06,4.43459e-06,4.17233e-06,4.08888e-06,4.08888e-06,3.91006e-06,4.43459e-06
0.025,3.91006e-06,4.00543e-06,4.60148e-06,3.39746e-06,4.17233e-06,3.91006e-06,4.33922e-06,4.00543e-06
0.026,4.00543e-06,4.17233e-06,4.08888e-06,4.43459e-06,4.17233e-06,4.08888e-06,4.00543e-06,4.08888e-06
0.027,4.08888e-06,3.91006e-06,4.33922e-06,4.17233e-06,4.68492e-06,4.33922e-06,4.00543e-06,3.82662e-06
0.028,4.43459e-06,4.43459e-06,4.51803e-06,5.11408e-06,4.76837e-06,4.86374e-06,4.51803e-06,4.08888e-06
0.029,3.57628e-06,4.33922e-06,4.33922e-06,3.91006e-06,4.68492e-06,4.86374e-06,5.11408e-06,3.65973e-06
0.03,4.68492e-06,4.51803e-06,4.00543e-06,4.60148e-06,4.33922e-06,4.25577e-06,4.00543e-06,3.39746e-06
0.031,4.60148e-06,3.74317e-06,4.33922e-06,3.14713e-06,4.43459e-06,3.74317e-06,4.43459e-06,4.00543e-06
0.032,4.76837e-06,4.33922e-06,4.17233e-06,4.76837e-06,3.39746e-06,4.33922e-06,4.08888e-06,3.91006e-06
0.033,4.17233e-06,3.91006e-06,4.60148e-06,4.08888e-06,3.91006e-06,3.39746e-06,4.60148e-06,4.76837e-06
0.034,4.86374e-06,4.86374e-06,4.00543e-06,3.82662e-06,3.91006e-06,4.25577e-06,3.57628e-06,4.25577e-06
0.035,4.08888e-06,4.25577e-06,4.00543e-06,3.82662e-06,3.57628e-06,4.00543e-06,2.96831e-06,3.74317e-06
0.036,4.43459e-06,3.74317e-06,3.82662e-06,3.74317e-06,4.00543e-06,3.74317e-06,4.00543e-06,4.86374e-06
0.037,4.00543e-06,4.08888e-06,3.48091e-06,3.82662e-06,3.82662e-06,3.91006e-06,3.82662e-06,3.74317e-06
0.038,4.00543e-06,4.33922e-06,3.48091e-06,4.00543e-06,4.25577e-06,3.91006e-06,4.00543e-06,3.91006e-06
0.039,4.17233e-06,3.48091e-06,3.91006e-06,3.74317e-06,4.08888e-06,3.74317e-06,4.08888e-06,3.91006e-06
0.04,3.65973e-06,4.00543e-06,3.65973e-06,4.00543e-06,4.43459e-06,3.91006e-06,4.43459e-06,4.25577e-06
0.041,3.91006e-06,4.33922e-06,3.91006e-06,4.33922e-06,4.17233e-06,4.08888e-06,4.76837e-06,3.65973e-06
0.042,4.08888e-06,4.00543e-06,4.17233e-06,4.08888e-06,5.03063e-06,4.43459e-06,4.08888e-06,4.00543e-06
0.043,4.08888e-06,3.57628e-06,4.43459e-06,4.33922e-06,3.82662e-06,4.43459e-06,4.17233e-06,4.17233e-06
0.044,4.00543e-06,4.08888e-06,5.37634e-06,4.33922e-06,4.68492e-06,4.51803e-06,4.33922e-06,4.25577e-06
0.045,4.33922e-06,4.68492e-06,4.68492e-06,4.33922e-06,2.96831e-06,4.68492e-06,3.82662e-06,4.43459e-06
0.046,4.51803e-06,4.08888e-06,4.33922e-06,4.51803e-06,4.25577e-06,3.74317e-06,3.65973e-06,4.60148e-06
0.047,5.37634e-06,4.25577e-06,4.25577e-06,4.17233e-06,3.65973e-06,4.00543e-06,3.23057e-06,4.08888e-06
0.048,4.25577e-06,4.17233e-06,4.25577e-06,4.00543e-06,4.00543e-06,4.51803e-06,3.65973e-06,4.33922e-06
0.049,4.43459e-06,3.91006e-06,3.31402e-06,3.82662e-06,3.91006e-06,4.17233e-06,3.91006e-06,4.00543e-06
0.05,3.39746e-06,4.43459e-06,3.39746e-06,3.06368e-06,4.00543e-06,4.17233e-06,3.82662e-06,3.91006e-06
0.051,3.74317e-06,4.00543e-06,3.74317e-06,3.31402e-06,3.74317e-06,4.08888e-06,3.82662e-06,3.14713e-06
0.052,3.82662e-06,4.00543e-06,3.82662e-06,3.48091e-06,3.65973e-06,3.65973e-06,4.68492e-06,3.57628e-06
0.053,4.25577e-06,3.48091e-06,4.08888e-06,3.57628e-06,3.82662e-06,4.17233e-06,4.25577e-06,3.82662e-06
0.054,4.25577e-06,4.08888e-06,4.43459e-06,3.91006e-06,4.17233e-06,3.57628e-06,4.33922e-06,4.08888e-06
0.055,4.00543e-06,3.48091e-06,4.17233e-06,3.48091e-06,4.08888e-06,4.08888e-06,4.60148e-06,5.03063e-06
0.056,3.82662e-06,4.51803e-06,3.74317e-06,4.25577e-06,4.43459e-06,4.25577e-06,4.76837e-06,3.65973e-06
0.057,4.25577e-06,4.17233e-06,3.82662e-06,4.51803e-06,4.33922e-06,4.00543e-06,4.25577e-06,4.33922e-06
0.058,4.00543e-06,4.08888e-06,4.17233e-06,4.76837e-06,4.33922e-06,4.08888e-06,4.08888e-06,2.88486e-06
0.059,4.33922e-06,4.76837e-06,4.08888e-06,5.11408e-06,4.17233e-06,4.00543e-06,4.33922e-06,3.65973e-06
0.06,4.43459e-06,4.76837e-06,4.51803e-06,3.48091e-06,4.25577e-06,4.00543e-06,3.91006e-06,4.43459e-06
0.061,4.68492e-06,5.19753e-06,3.91006e-06,4.33922e-06,4.00543e-06,4.86374e-06,4.00543e-06,4.43459e-06
0.062,4.00543e-06,4.17233e-06,4.43459e-06,3.91006e-06,4.17233e-06,3.65973e-06,3.65973e-06,3.91006e-06
0.063,4.08888e-06,4.68492e-06,4.68492e-06,3.82662e-06,3.57628e-06,3.91006e-06,3.65973e-06,4.25577e-06
0.064,4.43459e-06,2.88486e-06,4.43459e-06,3.57628e-06,3.57628e-06,3.82662e-06,3.91006e-06,4.17233e-06
0.065,3.74317e-06,4.86374e-06,4.86374e-06,4.08888e-06,3.65973e-06,4.00543e-06,3.82662e-06,4.51803e-06
0.066,4.43459e-06,3.74317e-06,4.00543e-06,3.91006e-06,3.91006e-06,3.74317e-06,4.00543e-06,4.00543e-06
0.067,4.17233e-06,4.08888e-06,4.17233e-06,3.74317e-06,3.82662e-06,3.91006e-06,4.43459e-06,4.94719e-06
0.068,3.31402e-06,4.25577e-06,3.82662e-06,3.91006e-06,4.60148e-06,4.00543e-06,4.43459e-06,3.91006e-06
0.069,4.08888e-06,4.25577e-06,3.82662e-06,3.82662e-06,4.68492e-06,3.82662e-06,4.08888e-06,4.51803e-06
0.07,3.65973e-06,3.57628e-06,3.82662e-06,4.00543e-06,3.91006e-06,4.00543e-06,3.82662e-06,4.68492e-06
0.071,4.25577e-06,3.48091e-06,3.65973e-06,4.60148e-06,4.43459e-06,4.60148e-06,4.17233e-06,4.08888e-06
0.072,4.00543e-06,4.08888e-06,3.39746e-06,4.17233e-06,3.65973e-06,4.08888e-06,3.48091e-06,3.14713e-06
0.073,4.51803e-06,4.08888e-06,3.31402e-06,5.11408e-06,4.00543e-06,4.51803e-06,4.94719e-06,3.82662e-06
0.074,4.68492e-06,4.51803e-06,4.08888e-06,4.08888e-06,3.39746e-06,4.25577e-06,3.65973e-06,3.91006e-06
0.075,4.68492e-06,4.43459e-06,4.08888e-06,4.33922e-06,4.08888e-06,4.00543e-06,3.91006e-06,4.25577e-06
0.076,4.17233e-06,4.33922e-06,4.43459e-06,4.60148e-06,3.91006e-06,4.17233e-06,4.00543e-06,4.68492e-06
0.077,3.57628e-06,4.17233e-06,4.86374e-06,4.43459e-06,4.08888e-06,4.51803e-06,4.08888e-06,4.25577e-06
0.078,3.23057e-06,4.43459e-06,4.43459e-06,3.91006e-06,4.00543e-06,4.17233e-06,3.48091e-06,3.82662e-06
0.079,3.65973e-06,3.91006e-06,4.25577e-06,3.65973e-06,4.25577e-06,3.48091e-06,4.43459e-06,3.74317e-06
0.08,4.00543e-06,4.00543e-06,4.17233e-06,4.25577e-06,3.74317e-06,4.08888e-06,3.82662e-06,3.39746e-06
0.081,3.91006e-06,4.51803e-06,4.60148e-06,3.31402e-06,4.08888e-06,3.91006e-06,4.33922e-06,3.74317e-06
0.082,4.33922e-06,3.65973e-06,3.39746e-06,3.23057e-06,5.11408e-06,4.00543e-06,4.00543e-06,3.74317e-06
0.083,3.82662e-06,3.74317e-06,4.00543e-06,4.08888e-06,4.25577e-06,4.08888e-06,4.33922e-06,4.00543e-06
0.084,3.65973e-06,4.00543e-06,4.33922e-06,3.74317e-06,4.17233e-06,4.51803e-06,4.25577e-06,4.08888e-06
0.085,4.17233e-06,3.48091e-06,3.57628e-06,3.65973e-06,4.25577e-06,4.17233e-06,4.33922e-06,3.57628e-06
0.086,4.17233e-06,3.57628e-06,4.08888e-06,4.51803e-06,3.74317e-06,4.43459e-06,4.17233e-06,4.68492e-06
0.087,4.00543e-06,4.08888e-06,3.74317e-06,4.60148e-06,4.17233e-06,4.43459e-06,3.91006e-06,4.08888e-06
0.088,4.86374e-06,3.48091e-06,4.08888e-06,3.82662e-06,3.91006e-06,4.25577e-06,3.48091e-06,4.08888e-06
0.089,4.25577e-06,4.00543e-06,3.91006e-06,3.74317e-06,3.48091e-06,3.65973e-06,3.82662e-06,4.43459e-06
0.09,4.76837e-06,4.00543e-06,4.08888e-06,4.33922e-06,3.91006e-06,4.60148e-06,3.39746e-06,3.91006e-06
0.091,4.43459e-06,4.68492e-06,4.60148e-06,3.06368e-06,3.82662e-06,3.65973e-06,3.48091e-06,4.43459e-06
0.092,4.60148e-06,4.33922e-06,3.74317e-06,4.43459e-06,4.08888e-06,3.48091e-06,3.91006e-06,4.25577e-06
0.093,4.25577e-06,3.39746e-06,4.33922e-06,3.48091e-06,3.82662e-06,3.91006e-06,3.82662e-06,3.91006e-06
0.094,4.17233e-06,4.51803e-06,4.17233e-06,3.74317e-06,3.57628e-06,3.65973e-06,4.00543e-06,4.00543e-06
0.095,4.43459e-06,3.82662e-06,4.17233e-06,4.00543e-06,4.17233e-06,3.91006e-06,4.60148e-06,3.39746e-06
0.096,3.57628e-06,3.65973e-06,4.17233e-06,4.43459e-06,4.51803e-06,4.33922e-06,4.51803e-06,4.08888e-06
0.097,3.39746e-06,4.25577e-06,4.43459e-06,3.91006e-06,4.43459e-06,3.82662e-06,3.91006e-06,4.17233e-06
0.098,4.00543e-06,3.65973e-06,4.68492e-06,3.91006e-06,4.25577e-06,4.00543e-06,4.25577e-06,3.91006e-06
0.099,4.00543e-06,4.00543e-06,4.00543e-06,3.91006e-06,4.00543e-06,3.74317e-06,3.48091e-06,3.91006e-06
0.1,4.60148e-06,3.82662e-06,3.91006e-06,4.60148e-06,5.11408e-06,4.94719e-06,3.39746e-06,3.82662e-06
0.101,5.11408e-06,3.82662e-06,3.74317e-06,4.25577e-06,3.74317e-06,4.25577e-06,3.65973e-06,4.94719e-06
0.102,4.17233e-06,4.25577e-06,3.82662e-06,4.33922e-06,4.25577e-06,4.94719e-06,3.91006e-06,4.00543e-06
0.103,4.17233e-06,3.57628e-06,3.14713e-06,3.82662e-06,4.17233e-06,4.86374e-06,4.08888e-06,3.39746e-06
0.104,4.00543e-06,4.17233e-06,3.14713e-06,4.76837e-06,4.25577e-06,4.25577e-06,4.08888e-06,3.91006e-06
0.105,4.86374e-06,4.17233e-06,3.57628e-06,4.33922e-06,3.91006e-06,3.91006e-06,4.25577e-06,4.00543e-06
0.106,3.91006e-06,4.51803e-06,3.48091e-06,4.33922e-06,3.65973e-06,4.17233e-06,3.65973e-06,3.82662e-06
0.107,3.82662e-06,4.25577e-06,4.00543e-06,3.65973e-06,4.00543e-06,4.33922e-06,4.00543e-06,4.60148e-06
0.108,4.00543e-06,4.86374e-06,4.33922e-06,4.08888e-06,4.00543e-06,3.57628e-06,3.91006e-06,4.43459e-06
0.109,4.00543e-06,4.33922e-06,4.60148e-06,4.00543e-06,4.00543e-06,3.57628e-06,4.17233e-06,4.43459e-06
0.11,3.91006e-06,4.94719e-06,5.03063e-06,4.00543e-06,3.82662e-06,3.48091e-06,4.43459e-06,4.17233e-06
0.111,4.43459e-06,3.48091e-06,4.94719e-06,3.48091e-06,3.91006e-06,3.31402e-06,4.08888e-06,4.08888e-06
0.112,3.91006e-06,3.74317e-06,4.94719e-06,4.00543e-06,4.25577e-06,4.08888e-06,3.82662e-06,4.17233e-06
0.113,4.60148e-06,4.43459e-06,3.48091e-06,3.57628e-06,3.74317e-06,4.00543e-06,4.25577e-06,4.33922e-06
0.114,4.25577e-06,3.65973e-06,4.43459e-06,3.48091e-06,4.00543e-06,4.43459e-06,3.91006e-06,4.08888e-06
0.115,5.19753e-06,4.25577e-06,3.57628e-06,3.91006e-06,4.00543e-06,4.60148e-06,3.57628e-06,3.65973e-06
