Timestamp (s),Current SMUA (A),Voltage SMUA (V),Current SMUb (A),Voltage SMUb (V)
0.0,-2.6226e-07,-7.86781e-06,5.80549e-06,0.099937
0.002,-2.6226e-07,-2.38419e-07,5.54323e-06,0.099942
0.004,-1.19209e-08,7.39098e-06,5.4121e-06,0.099943
0.006,6.31809e-07,1.66893e-06,5.07832e-06,0.099944
0.008,3.33786e-07,2.6226e-06,5.37634e-06,0.099944
0.01,-4.76837e-08,-1.19209e-06,4.8995e-06,0.099941
0.012,2.02656e-07,1.66893e-06,5.32866e-06,0.099939
0.014,-1.3113e-07,-4.05312e-06,5.45979e-06,0.099942
0.016,2.98023e-07,7.15256e-07,5.16176e-06,0.099942
0.018,2.5034e-07,-2.38419e-07,5.16176e-06,0.099937
0.02,2.5034e-07,6.4373e-06,5.37634e-06,0.099942
0.022,3.33786e-07,-3.09944e-06,4.94719e-06,0.099939
0.024,5.48363e-07,-1.38283e-05,5.32866e-06,0.099938
0.026,3.8147e-07,7.39098e-06,4.81606e-06,0.09994
0.028,3.33786e-07,1.66893e-06,5.07832e-06,0.099942
0.03,1.66893e-07,1.66893e-06,5.28097e-06,0.099943
0.032,3.33786e-07,6.4373e-06,4.64916e-06,0.099942
0.034,5.126e-07,-1.19209e-05,5.07832e-06,0.099943
0.036,-2.6226e-07,2.6226e-06,5.37634e-06,0.099938
0.038,5.126e-07,-5.96046e-06,4.98295e-06,0.09994
0.04,6.79493e-07,-5.00679e-06,5.45979e-06,0.099936
0.042,5.126e-07,1.23978e-05,5.32866e-06,0.099941
0.044,5.48363e-07,-9.05991e-06,5.28097e-06,0.099938
0.046,8.34465e-08,-6.91414e-06,5.11408e-06,0.099936
0.048,5.126e-07,-4.05312e-06,4.94719e-06,0.099936
0.05,2.98023e-07,7.15256e-07,5.19753e-06,0.099937
0.052,2.98023e-07,3.57628e-06,5.37634e-06,0.099935
0.054,1.19209e-07,-7.86781e-06,5.24521e-06,0.099936
0.056,4.64916e-07,1.04904e-05,5.28097e-06,0.099936
0.058,4.17233e-07,2.88486e-05,5.07832e-06,0.099935
0.06,6.79493e-07,-2.38419e-07,4.86374e-06,0.099943
0.062,1.66893e-07,-2.38419e-07,5.4121e-06,0.099937
0.064,2.98023e-07,-1.85966e-05,5.16176e-06,0.099942
0.066,7.27177e-07,8.34465e-06,5.28097e-06,0.099944
0.068,4.64916e-07,1.66893e-06,5.37634e-06,0.099941
0.07,3.33786e-07,6.4373e-06,5.03063e-06,0.099939
0.072,3.33786e-07,1.52588e-05,5.03063e-06,0.09994
0.074,4.64916e-07,-7.86781e-06,4.60148e-06,0.099944
0.076,6.79493e-07,5.48363e-06,5.28097e-06,0.099936
0.078,2.02656e-07,5.48363e-06,5.03063e-06,0.099942
0.08,1.66893e-07,1.66893e-06,4.8995e-06,0.099938
0.082,4.17233e-07,2.19345e-05,5.37634e-06,0.099935
0.084,2.02656e-07,-5.00679e-06,4.98295e-06,0.099945
0.086,1.66893e-07,-9.05991e-06,5.24521e-06,0.099939
0.088,3.33786e-07,2.67029e-05,5.11408e-06,0.099938
0.09,2.98023e-07,2.19345e-05,5.19753e-06,0.099942
0.092,3.33786e-07,1.52588e-05,5.11408e-06,0.099943
0.094,4.64916e-07,1.71661e-05,4.60148e-06,0.099945
0.096,2.02656e-07,-1.66893e-05,5.07832e-06,0.099939
0.098,2.5034e-07,2.6226e-06,5.24521e-06,0.099944
0.1,3.33786e-07,-6.91414e-06,5.16176e-06,0.099945
0.102,5.126e-07,-4.05312e-06,5.11408e-06,0.099941
0.104,2.02656e-07,1.04904e-05,5.4121e-06,0.099937
0.106,6.31809e-07,1.66893e-06,5.28097e-06,0.099935
0.108,6.79493e-07,2.6226e-06,5.19753e-06,0.099943
0.11,5.48363e-07,-7.86781e-06,5.11408e-06,0.09994
0.112,2.98023e-07,1.04904e-05,5.19753e-06,0.099937
0.114,-4.76837e-08,-5.96046e-06,5.37634e-06,0.099936
0.116,5.48363e-07,-1.7643e-05,4.98295e-06,0.099936
0.118,2.5034e-07,-1.28746e-05,5.24521e-06,0.099938
0.12,2.98023e-07,3.57628e-06,5.03063e-06,0.09994
0.122,3.33786e-07,-1.19209e-05,5.07832e-06,0.099941
0.124,2.98023e-07,-1.85966e-05,5.24521e-06,0.099937
0.126,5.48363e-07,-1.38283e-05,5.4121e-06,0.09994
0.128,3.33786e-07,2.6226e-06,5.37634e-06,0.099941
0.13,2.5034e-07,-1.28746e-05,4.8995e-06,0.099941
0.132,5.96046e-07,-1.57356e-05,4.76837e-06,0.099941
0.134,2.5034e-07,-1.00136e-05,5.19753e-06,0.099937
0.136,8.34465e-08,-2.74181e-05,4.47035e-06,0.099947
0.138,2.5034e-07,-7.86781e-06,5.16176e-06,0.099939
0.14,7.27177e-07,1.14441e-05,5.28097e-06,0.099942
0.142,3.33786e-07,-7.86781e-06,4.81606e-06,0.09994
0.144,8.9407e-07,2.6226e-06,4.98295e-06,0.099942
0.146,2.02656e-07,-2.38419e-07,5.16176e-06,0.09994
0.148,4.17233e-07,-5.00679e-06,5.03063e-06,0.099944
0.15,3.8147e-07,1.43051e-05,5.07832e-06,0.09994
0.152,2.5034e-07,-5.96046e-06,4.8995e-06,0.099941
0.154,2.98023e-07,-2.38419e-07,5.11408e-06,0.099941
