Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,7.9155e-06,7.7486e-06,7.66516e-06,7.65324e-06,7.70092e-06,7.89166e-06,8.01086e-06
0.04,7.47442e-06,7.30753e-06,7.21216e-06,7.12872e-06,7.22408e-06,7.4029e-06,7.49826e-06
0.08,7.4029e-06,7.22408e-06,7.15256e-06,7.11679e-06,7.16448e-06,7.31945e-06,7.4625e-06
0.12,7.37906e-06,7.1764e-06,7.05719e-06,7.08103e-06,7.15256e-06,7.31945e-06,7.39098e-06
0.16,7.37906e-06,7.1764e-06,7.04527e-06,7.06911e-06,7.10487e-06,7.31945e-06,7.37906e-06
0.2,7.36713e-06,7.18832e-06,7.04527e-06,7.08103e-06,7.09295e-06,7.28369e-06,7.36713e-06
0.24,7.33137e-06,7.15256e-06,7.04527e-06,7.02143e-06,7.10487e-06,7.29561e-06,7.37906e-06
0.28,7.33137e-06,7.15256e-06,7.00951e-06,7.03335e-06,7.12872e-06,7.31945e-06,7.39098e-06
0.32,7.34329e-06,7.15256e-06,7.05719e-06,7.04527e-06,7.12872e-06,7.28369e-06,7.39098e-06
0.36,7.31945e-06,7.16448e-06,7.04527e-06,7.04527e-06,7.11679e-06,7.30753e-06,7.36713e-06
0.4,7.36713e-06,7.1764e-06,7.06911e-06,7.03335e-06,7.10487e-06,7.25985e-06,7.37906e-06
0.44,7.4029e-06,7.1764e-06,7.05719e-06,7.02143e-06,7.14064e-06,7.27177e-06,7.4029e-06
0.48,7.43866e-06,7.1764e-06,7.04527e-06,7.00951e-06,7.14064e-06,7.24792e-06,7.39098e-06
0.52,7.4029e-06,7.20024e-06,6.97374e-06,7.03335e-06,7.16448e-06,7.22408e-06,7.4029e-06
0.56,7.35521e-06,7.1764e-06,7.00951e-06,7.04527e-06,7.10487e-06,7.236e-06,7.4029e-06
0.6,7.39098e-06,7.1764e-06,7.05719e-06,7.05719e-06,7.12872e-06,7.22408e-06,7.37906e-06
