Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,1.0,0.05,2.7327538666666667e-06,8.733380675611557e-07,2.7182099333333333e-06,8.720348171176732e-07,-1.4543933333333066e-08,2.1390524707293233e-08,0.994369138723127,0.009689453618325534
Standard,KCl,-0.7,1.0,0.05,2.719721133333334e-06,8.355585769989882e-07,2.710977933333333e-06,8.09795175588848e-07,-8.743200000000166e-09,2.590975533732453e-08,0.9983646941653582,0.007875223076012173
Standard,KCl,-0.6,1.0,0.05,2.6617840666666667e-06,8.532602277322981e-07,2.6627376e-06,8.39623599352853e-07,9.535333333334105e-10,2.2332576344285355e-08,1.0014594975670674,0.009796380474955724
Standard,KCl,-0.5,1.0,0.05,2.644537666666667e-06,8.567899032380184e-07,2.6744205333333337e-06,8.547121651473631e-07,2.988286666666669e-08,1.3028328445865165e-08,1.0121223980204521,0.00688546633675958
Standard,KCl,-0.4,1.0,0.05,2.6702880666666664e-06,8.321540321987112e-07,2.679428e-06,8.409594305296539e-07,9.139933333333396e-09,8.81265572079921e-09,1.0030063446625628,0.00200606640231011
Standard,KCl,-0.3,1.0,0.05,2.642073866666667e-06,8.492927353918985e-07,2.6419951333333336e-06,8.207335236897621e-07,-7.873333333306439e-11,3.111243070821223e-08,1.0020176353568833,0.010848312891205766
Standard,KCl,-0.2,1.0,0.05,2.6470818666666667e-06,8.455001295996431e-07,2.651372133333333e-06,8.457931572303558e-07,4.29026666666634e-09,2.3746106296682584e-08,1.00167426671803,0.010975340231176545
Standard,KCl,-0.1,1.0,0.05,2.6570154000000005e-06,8.30814020945434e-07,2.6749775333333337e-06,8.295843528618495e-07,1.796213333333356e-08,1.3117197359700187e-08,1.0073009021379795,0.006620257521062751
Standard,KCl,0.1,1.0,0.05,2.6513726666666665e-06,8.303877073346482e-07,2.6731494000000003e-06,8.567481615600471e-07,2.177673333333344e-08,3.6418909862505616e-08,1.0067893107121062,0.01377343726022197
Standard,KCl,0.2,1.0,0.05,2.647398733333333e-06,8.542804369357016e-07,2.6608300666666666e-06,8.42420754775055e-07,1.3431333333332804e-08,1.4928446533157344e-08,1.006231791969993,0.006665470387184932
Standard,KCl,0.3,1.0,0.05,2.6477179999999997e-06,8.366831130564069e-07,2.648273066666667e-06,8.410829324699043e-07,5.550666666663489e-10,6.011761106242767e-08,1.0004869446549638,0.027271485374417273
Standard,KCl,0.4,1.0,0.05,2.634526133333333e-06,7.926413125760563e-07,2.649784933333333e-06,8.036275403595456e-07,1.5258800000000143e-08,1.568748031903136e-08,1.0053158967533686,0.005779213407644942
Standard,KCl,0.5,1.0,0.05,2.6449362666666674e-06,8.134368526392286e-07,2.6435042e-06,8.590887493521027e-07,-1.432066666666771e-09,4.566605906461899e-08,0.9962423344508999,0.015687058874807862
Standard,KCl,0.6,1.0,0.05,2.6551081333333333e-06,8.494586213785416e-07,2.695482e-06,8.316055873565785e-07,4.0373866666666676e-08,2.5614879976554657e-08,1.0175579352745132,0.01428928753319048
Standard,KCl,0.7,1.0,0.05,2.647241333333334e-06,8.22158753722378e-07,2.7186883999999998e-06,8.43485425548729e-07,7.144706666666645e-08,2.1823222141868388e-08,1.0270357050208025,0.002148623050946079
Standard,KCl,0.8,1.0,0.05,2.675214466666667e-06,8.317670999817279e-07,2.7485682e-06,8.540901573742903e-07,7.335373333333323e-08,2.838219535013655e-08,1.0275683830554876,0.00805408344926804
