Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.0,1.23739e-05,1.21593e-05,1.2064e-05,1.21117e-05,1.19805e-05,1.16825e-05,1.19805e-05
0.002,1.07765e-05,1.05262e-05,1.05262e-05,1.03593e-05,1.00136e-05,1.00136e-05,1.01447e-05
0.004,1.05262e-05,1.02639e-05,1.00136e-05,9.83477e-06,9.88245e-06,9.71556e-06,9.71556e-06
0.006,1.01805e-05,1.00493e-05,9.799e-06,9.9659e-06,9.66787e-06,9.799e-06,9.53674e-06
0.008,9.58443e-06,9.93013e-06,9.75132e-06,9.71556e-06,9.58443e-06,9.799e-06,9.62019e-06
0.01,9.9659e-06,9.93013e-06,9.62019e-06,9.799e-06,9.32217e-06,9.4533e-06,9.4533e-06
0.012,9.9659e-06,9.88245e-06,1.00493e-05,9.32217e-06,9.4533e-06,9.23872e-06,9.15527e-06
0.014,9.83477e-06,9.799e-06,9.83477e-06,9.15527e-06,9.4533e-06,9.15527e-06,9.23872e-06
0.016,9.93013e-06,9.62019e-06,9.66787e-06,9.40561e-06,9.50098e-06,9.10759e-06,9.36985e-06
0.018,1.01447e-05,9.88245e-06,9.75132e-06,9.75132e-06,9.36985e-06,9.36985e-06,9.07183e-06
0.02,1.01447e-05,9.88245e-06,9.53674e-06,9.23872e-06,9.23872e-06,8.67844e-06,9.32217e-06
0.022,1.00136e-05,9.62019e-06,9.66787e-06,9.36985e-06,9.19104e-06,9.23872e-06,9.19104e-06
0.024,9.93013e-06,9.799e-06,9.4533e-06,9.62019e-06,9.32217e-06,9.23872e-06,9.19104e-06
0.026,1.00136e-05,9.799e-06,9.19104e-06,9.66787e-06,9.19104e-06,9.07183e-06,9.40561e-06
0.028,9.93013e-06,9.71556e-06,9.50098e-06,9.50098e-06,9.19104e-06,9.23872e-06,9.07183e-06
0.03,9.9659e-06,9.58443e-06,9.62019e-06,9.40561e-06,9.40561e-06,9.2864e-06,8.97646e-06
0.032,9.53674e-06,9.93013e-06,9.40561e-06,9.2864e-06,9.32217e-06,9.36985e-06,9.10759e-06
0.034,9.58443e-06,9.71556e-06,9.53674e-06,9.4533e-06,9.19104e-06,9.4533e-06,8.76188e-06
0.036,9.88245e-06,9.75132e-06,9.83477e-06,9.2864e-06,9.36985e-06,9.10759e-06,9.10759e-06
0.038,1.01805e-05,9.71556e-06,9.71556e-06,9.32217e-06,9.15527e-06,9.15527e-06,9.23872e-06
0.04,9.83477e-06,9.58443e-06,9.71556e-06,9.15527e-06,9.07183e-06,8.97646e-06,9.4533e-06
0.042,9.75132e-06,9.66787e-06,9.4533e-06,9.50098e-06,9.32217e-06,9.10759e-06,9.36985e-06
0.044,9.9659e-06,9.71556e-06,9.4533e-06,9.40561e-06,9.23872e-06,8.9407e-06,9.32217e-06
0.046,1.00136e-05,9.2864e-06,9.53674e-06,9.66787e-06,9.23872e-06,9.07183e-06,9.2864e-06
0.048,9.9659e-06,9.62019e-06,9.58443e-06,9.23872e-06,9.4533e-06,9.15527e-06,9.36985e-06
0.05,9.9659e-06,9.83477e-06,9.07183e-06,9.4533e-06,9.50098e-06,9.07183e-06,9.15527e-06
0.052,9.75132e-06,9.66787e-06,9.50098e-06,9.4533e-06,8.9407e-06,8.85725e-06,9.07183e-06
0.054,9.93013e-06,9.53674e-06,9.53674e-06,9.10759e-06,9.36985e-06,9.23872e-06,9.2864e-06
0.056,9.88245e-06,9.4533e-06,9.71556e-06,9.40561e-06,9.36985e-06,9.23872e-06,9.19104e-06
0.058,9.799e-06,9.93013e-06,9.71556e-06,9.40561e-06,9.07183e-06,9.02414e-06,8.97646e-06
0.06,9.58443e-06,9.4533e-06,9.40561e-06,9.66787e-06,9.02414e-06,9.10759e-06,9.15527e-06
0.062,9.88245e-06,9.62019e-06,9.62019e-06,9.4533e-06,9.4533e-06,9.02414e-06,9.2864e-06
0.064,9.88245e-06,9.53674e-06,9.50098e-06,9.62019e-06,9.2864e-06,9.02414e-06,9.07183e-06
0.066,9.62019e-06,9.58443e-06,9.71556e-06,9.4533e-06,9.36985e-06,9.36985e-06,9.23872e-06
0.068,9.66787e-06,9.75132e-06,9.62019e-06,9.36985e-06,9.32217e-06,9.19104e-06,9.4533e-06
0.07,1.03116e-05,9.66787e-06,9.58443e-06,9.62019e-06,9.19104e-06,9.19104e-06,9.58443e-06
0.072,9.93013e-06,9.32217e-06,9.75132e-06,9.2864e-06,9.23872e-06,9.10759e-06,9.32217e-06
0.074,9.93013e-06,9.62019e-06,9.23872e-06,9.32217e-06,9.50098e-06,9.02414e-06,9.15527e-06
0.076,9.93013e-06,9.53674e-06,9.10759e-06,9.32217e-06,8.76188e-06,9.2864e-06,9.07183e-06
0.078,9.71556e-06,9.71556e-06,9.4533e-06,9.2864e-06,9.36985e-06,9.19104e-06,9.19104e-06
0.08,9.75132e-06,9.58443e-06,9.799e-06,9.23872e-06,9.40561e-06,9.2864e-06,9.15527e-06
0.082,9.71556e-06,9.53674e-06,9.36985e-06,9.799e-06,9.32217e-06,8.97646e-06,8.64267e-06
0.084,9.58443e-06,9.93013e-06,9.36985e-06,9.23872e-06,9.40561e-06,9.10759e-06,9.32217e-06
0.086,9.83477e-06,9.53674e-06,9.66787e-06,9.40561e-06,9.50098e-06,9.15527e-06,9.10759e-06
0.088,9.83477e-06,9.75132e-06,9.4533e-06,9.36985e-06,9.40561e-06,9.07183e-06,9.10759e-06
0.09,9.62019e-06,9.62019e-06,9.83477e-06,9.50098e-06,9.50098e-06,9.15527e-06,8.97646e-06
0.092,9.71556e-06,9.50098e-06,9.50098e-06,9.23872e-06,9.23872e-06,9.10759e-06,9.2864e-06
0.094,9.71556e-06,9.71556e-06,9.50098e-06,9.50098e-06,9.32217e-06,8.67844e-06,8.89301e-06
0.096,9.9659e-06,9.58443e-06,9.4533e-06,9.62019e-06,9.10759e-06,9.07183e-06,9.23872e-06
0.098,9.58443e-06,9.02414e-06,9.50098e-06,9.50098e-06,9.23872e-06,9.10759e-06,9.23872e-06
0.1,9.93013e-06,9.71556e-06,9.4533e-06,9.53674e-06,8.97646e-06,9.19104e-06,8.97646e-06
0.102,9.71556e-06,9.58443e-06,9.71556e-06,9.53674e-06,9.36985e-06,8.89301e-06,9.19104e-06
0.104,9.50098e-06,9.75132e-06,9.58443e-06,9.23872e-06,9.15527e-06,9.4533e-06,9.32217e-06
0.106,9.799e-06,9.53674e-06,9.40561e-06,9.53674e-06,9.32217e-06,8.85725e-06,8.64267e-06
0.108,9.88245e-06,9.53674e-06,9.50098e-06,9.02414e-06,9.19104e-06,9.07183e-06,9.40561e-06
0.11,9.62019e-06,9.4533e-06,9.58443e-06,9.62019e-06,9.50098e-06,9.07183e-06,9.32217e-06
0.112,9.9659e-06,9.75132e-06,9.62019e-06,9.50098e-06,9.40561e-06,9.10759e-06,9.07183e-06
0.114,9.75132e-06,9.66787e-06,9.58443e-06,9.40561e-06,9.2864e-06,9.10759e-06,8.97646e-06
0.116,9.62019e-06,9.71556e-06,9.71556e-06,9.36985e-06,9.19104e-06,9.2864e-06,9.4533e-06
0.118,9.75132e-06,9.58443e-06,9.58443e-06,9.50098e-06,9.07183e-06,8.59499e-06,8.85725e-06
0.12,9.71556e-06,9.799e-06,9.2864e-06,9.32217e-06,9.32217e-06,9.10759e-06,9.10759e-06
0.122,1.02639e-05,9.58443e-06,9.62019e-06,9.4533e-06,9.2864e-06,9.15527e-06,9.19104e-06
0.124,9.58443e-06,9.07183e-06,9.88245e-06,9.2864e-06,9.07183e-06,8.97646e-06,8.97646e-06
0.126,9.9659e-06,9.62019e-06,9.36985e-06,9.2864e-06,9.15527e-06,8.80957e-06,9.15527e-06
0.128,9.799e-06,9.71556e-06,9.36985e-06,9.23872e-06,9.10759e-06,9.2864e-06,9.36985e-06
0.13,9.799e-06,9.62019e-06,9.53674e-06,9.40561e-06,9.19104e-06,8.97646e-06,8.89301e-06
0.132,9.93013e-06,9.66787e-06,9.40561e-06,9.19104e-06,9.15527e-06,9.07183e-06,9.40561e-06
0.134,9.93013e-06,9.58443e-06,9.40561e-06,9.50098e-06,9.32217e-06,9.19104e-06,9.19104e-06
0.136,9.36985e-06,9.75132e-06,9.88245e-06,9.4533e-06,9.83477e-06,8.97646e-06,9.23872e-06
0.138,1.00136e-05,9.58443e-06,9.32217e-06,9.40561e-06,9.07183e-06,9.19104e-06,9.15527e-06
0.14,9.799e-06,9.50098e-06,9.53674e-06,9.53674e-06,9.32217e-06,9.23872e-06,9.23872e-06
0.142,9.9659e-06,9.75132e-06,9.50098e-06,9.53674e-06,9.32217e-06,8.72612e-06,9.02414e-06
0.144,9.799e-06,9.40561e-06,9.15527e-06,9.58443e-06,9.19104e-06,9.02414e-06,9.23872e-06
0.146,9.75132e-06,9.53674e-06,9.50098e-06,9.40561e-06,9.32217e-06,8.97646e-06,9.40561e-06
0.148,1.00493e-05,9.75132e-06,9.71556e-06,9.40561e-06,9.02414e-06,9.10759e-06,8.89301e-06
0.15,9.62019e-06,9.32217e-06,9.19104e-06,9.15527e-06,8.89301e-06,9.2864e-06,9.10759e-06
0.152,9.88245e-06,9.75132e-06,9.62019e-06,9.4533e-06,9.23872e-06,9.19104e-06,9.02414e-06
0.154,9.83477e-06,9.66787e-06,9.58443e-06,9.50098e-06,9.23872e-06,9.36985e-06,8.9407e-06
0.156,9.71556e-06,9.32217e-06,9.4533e-06,9.10759e-06,9.10759e-06,9.2864e-06,9.15527e-06
0.158,9.75132e-06,9.32217e-06,9.62019e-06,9.4533e-06,9.07183e-06,9.19104e-06,9.19104e-06
0.16,1.00493e-05,9.75132e-06,9.62019e-06,9.36985e-06,9.36985e-06,8.9407e-06,8.97646e-06
0.162,9.53674e-06,9.62019e-06,9.4533e-06,9.23872e-06,8.9407e-06,9.32217e-06,9.19104e-06
0.164,9.83477e-06,9.799e-06,9.88245e-06,9.2864e-06,9.36985e-06,9.10759e-06,9.15527e-06
