Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.226,2.67386e-05,2.54512e-05,2.48909e-05,2.45929e-05,2.33054e-05
0.228,2.66075e-05,2.52843e-05,2.48909e-05,2.43306e-05,2.36869e-05
0.23,2.69532e-05,2.54989e-05,2.46763e-05,2.4116e-05,2.37346e-05
0.232,2.64764e-05,2.56658e-05,2.45929e-05,2.4116e-05,2.37346e-05
0.234,2.65241e-05,2.5022e-05,2.46763e-05,2.43306e-05,2.37346e-05
0.236,2.67863e-05,2.53201e-05,2.46763e-05,2.4426e-05,2.39968e-05
0.238,2.65241e-05,2.55823e-05,2.48075e-05,2.37823e-05,2.36511e-05
0.24,2.65241e-05,2.52366e-05,2.42949e-05,2.4116e-05,2.39015e-05
0.242,2.69532e-05,2.54035e-05,2.46763e-05,2.43306e-05,2.36511e-05
0.244,2.67863e-05,2.54512e-05,2.46406e-05,2.42114e-05,2.36869e-05
0.246,2.67863e-05,2.53201e-05,2.46763e-05,2.41637e-05,2.37823e-05
0.248,2.66075e-05,2.54989e-05,2.46406e-05,2.45452e-05,2.36511e-05
0.25,2.66552e-05,2.53201e-05,2.49743e-05,2.4116e-05,2.35677e-05
0.252,2.68221e-05,2.53677e-05,2.44617e-05,2.42949e-05,2.37346e-05
0.254,2.64764e-05,2.53677e-05,2.45929e-05,2.43306e-05,2.3818e-05
0.256,2.6691e-05,2.50697e-05,2.45452e-05,2.4116e-05,2.36869e-05
0.258,2.67863e-05,2.54989e-05,2.46406e-05,2.43783e-05,2.37823e-05
0.26,2.68221e-05,2.54512e-05,2.48075e-05,2.3818e-05,2.37823e-05
0.262,2.65718e-05,2.54512e-05,2.49743e-05,2.4116e-05,2.39015e-05
0.264,2.68221e-05,2.53201e-05,2.4426e-05,2.41637e-05,2.39491e-05
0.266,2.70367e-05,2.55823e-05,2.46763e-05,2.42114e-05,2.38657e-05
0.268,2.70009e-05,2.51889e-05,2.47598e-05,2.42472e-05,2.39015e-05
0.27,2.68698e-05,2.54035e-05,2.47598e-05,2.4426e-05,2.3818e-05
0.272,2.67386e-05,2.54035e-05,2.46763e-05,2.43306e-05,2.34723e-05
0.274,2.69055e-05,2.52366e-05,2.48075e-05,2.44617e-05,2.37823e-05
0.276,2.64764e-05,2.54512e-05,2.4724e-05,2.43783e-05,2.39015e-05
0.278,2.67386e-05,2.52843e-05,2.48075e-05,2.41637e-05,2.34723e-05
0.28,2.66075e-05,2.5022e-05,2.48075e-05,2.40803e-05,2.37346e-05
0.282,2.6691e-05,2.54989e-05,2.46406e-05,2.42472e-05,2.39015e-05
0.284,2.67386e-05,2.54989e-05,2.48909e-05,2.36869e-05,2.40803e-05
0.286,2.69532e-05,2.53677e-05,2.45094e-05,2.42114e-05,2.39015e-05
0.288,2.64764e-05,2.54989e-05,2.45929e-05,2.43783e-05,2.37823e-05
0.29,2.69055e-05,2.54989e-05,2.48909e-05,2.42472e-05,2.36034e-05
0.292,2.67863e-05,2.55823e-05,2.48909e-05,2.41637e-05,2.38657e-05
0.294,2.66552e-05,2.54989e-05,2.48551e-05,2.46406e-05,2.39015e-05
0.296,2.68221e-05,2.54512e-05,2.4724e-05,2.41637e-05,2.33531e-05
0.298,2.64764e-05,2.52843e-05,2.5022e-05,2.43783e-05,2.37823e-05
0.3,2.67863e-05,2.54512e-05,2.49743e-05,2.43306e-05,2.3818e-05
0.302,2.68221e-05,2.52366e-05,2.47598e-05,2.42114e-05,2.37346e-05
0.304,2.6691e-05,2.54989e-05,2.48075e-05,2.43306e-05,2.3818e-05
0.306,2.6691e-05,2.54035e-05,2.48075e-05,2.4116e-05,2.39968e-05
0.308,2.70844e-05,2.54035e-05,2.46763e-05,2.42114e-05,2.35677e-05
0.31,2.65241e-05,2.54035e-05,2.4426e-05,2.42949e-05,2.38657e-05
0.312,2.69532e-05,2.57492e-05,2.46763e-05,2.42472e-05,2.3818e-05
0.314,2.67863e-05,2.52366e-05,2.48909e-05,2.43783e-05,2.36511e-05
0.316,2.67386e-05,2.55823e-05,2.47598e-05,2.45094e-05,2.39491e-05
0.318,2.70009e-05,2.55346e-05,2.4724e-05,2.4426e-05,2.41637e-05
0.32,2.65241e-05,2.53201e-05,2.48909e-05,2.42472e-05,2.35677e-05
0.322,2.68698e-05,2.55823e-05,2.49386e-05,2.43783e-05,2.36869e-05
0.324,2.68698e-05,2.56181e-05,2.48551e-05,2.4426e-05,2.3818e-05
0.326,2.6691e-05,2.5022e-05,2.47598e-05,2.4426e-05,2.3818e-05
0.328,2.67863e-05,2.54989e-05,2.46406e-05,2.42949e-05,2.39491e-05
0.33,2.70367e-05,2.55346e-05,2.49386e-05,2.3818e-05,2.40803e-05
0.332,2.65241e-05,2.54989e-05,2.47598e-05,2.42949e-05,2.37346e-05
0.334,2.70367e-05,2.54512e-05,2.42114e-05,2.43783e-05,2.37823e-05
0.336,2.70009e-05,2.54989e-05,2.49386e-05,2.42949e-05,2.3818e-05
0.338,2.67863e-05,2.54035e-05,2.47598e-05,2.42472e-05,2.38657e-05
0.34,2.69055e-05,2.57134e-05,2.45929e-05,2.45929e-05,2.39491e-05
0.342,2.65241e-05,2.54512e-05,2.45929e-05,2.40803e-05,2.35677e-05
0.344,2.68698e-05,2.56181e-05,2.50697e-05,2.42472e-05,2.3818e-05
0.346,2.70367e-05,2.55823e-05,2.45929e-05,2.42949e-05,2.37346e-05
0.348,2.68698e-05,2.52843e-05,2.5022e-05,2.42114e-05,2.3818e-05
0.35,2.68221e-05,2.55346e-05,2.48551e-05,2.42949e-05,2.37823e-05
0.352,2.70844e-05,2.54989e-05,2.4724e-05,2.40803e-05,2.39968e-05
0.354,2.66552e-05,2.54989e-05,2.48551e-05,2.40326e-05,2.40326e-05
0.356,2.70844e-05,2.54512e-05,2.49386e-05,2.42472e-05,2.39491e-05
0.358,2.69532e-05,2.56181e-05,2.45929e-05,2.4426e-05,2.39015e-05
0.36,2.65718e-05,2.57134e-05,2.46763e-05,2.43783e-05,2.37823e-05
0.362,2.70009e-05,2.57492e-05,2.49386e-05,2.43783e-05,2.37823e-05
0.364,2.66552e-05,2.55346e-05,2.47598e-05,2.4426e-05,2.39015e-05
0.366,2.69532e-05,2.54512e-05,2.49386e-05,2.4426e-05,2.36511e-05
0.368,2.68698e-05,2.56658e-05,2.49743e-05,2.42949e-05,2.39968e-05
0.37,2.69055e-05,2.56658e-05,2.46763e-05,2.42949e-05,2.3818e-05
0.372,2.67386e-05,2.50697e-05,2.5022e-05,2.43306e-05,2.3818e-05
0.374,2.70367e-05,2.54989e-05,2.48075e-05,2.4426e-05,2.37823e-05
0.376,2.66075e-05,2.55823e-05,2.48909e-05,2.42114e-05,2.40326e-05
0.378,2.71201e-05,2.53201e-05,2.49386e-05,2.43783e-05,2.42114e-05
0.38,2.71201e-05,2.57134e-05,2.46763e-05,2.43306e-05,2.39015e-05
0.382,2.69055e-05,2.55823e-05,2.48551e-05,2.42949e-05,2.39015e-05
0.384,2.71678e-05,2.53201e-05,2.48551e-05,2.43783e-05,2.3818e-05
0.386,2.6691e-05,2.55346e-05,2.48075e-05,2.45452e-05,2.39015e-05
0.388,2.69055e-05,2.55823e-05,2.49386e-05,2.42949e-05,2.39015e-05
0.39,2.69532e-05,2.54989e-05,2.47598e-05,2.43306e-05,2.33889e-05
0.392,2.67386e-05,2.55823e-05,2.49743e-05,2.4426e-05,2.38657e-05
0.394,2.6691e-05,2.54989e-05,2.49743e-05,2.41637e-05,2.38657e-05
0.396,2.72155e-05,2.55823e-05,2.48909e-05,2.43783e-05,2.37823e-05
0.398,2.64764e-05,2.55823e-05,2.4724e-05,2.42949e-05,2.37346e-05
0.4,2.70367e-05,2.54989e-05,2.48075e-05,2.42472e-05,2.4116e-05
0.402,2.69055e-05,2.54989e-05,2.46763e-05,2.43306e-05,2.36869e-05
0.404,2.67386e-05,2.57134e-05,2.45094e-05,2.42949e-05,2.39968e-05
0.406,2.70009e-05,2.57492e-05,2.49386e-05,2.42949e-05,2.39968e-05
0.408,2.67863e-05,2.57969e-05,2.49743e-05,2.4426e-05,2.3818e-05
0.41,2.68221e-05,2.55823e-05,2.48075e-05,2.44617e-05,2.39968e-05
0.412,2.69532e-05,2.54989e-05,2.47598e-05,2.44617e-05,2.37823e-05
0.414,2.67386e-05,2.57134e-05,2.49743e-05,2.43306e-05,2.37823e-05
0.416,2.67386e-05,2.57134e-05,2.47598e-05,2.43783e-05,2.39491e-05
0.418,2.71678e-05,2.52843e-05,2.5022e-05,2.4426e-05,2.39491e-05
0.42,2.67386e-05,2.56658e-05,2.49386e-05,2.45452e-05,2.39968e-05
0.422,2.71201e-05,2.56658e-05,2.49386e-05,2.42114e-05,2.40326e-05
0.424,2.69532e-05,2.55823e-05,2.48909e-05,2.43783e-05,2.40326e-05
0.426,2.69055e-05,2.55823e-05,2.51055e-05,2.4426e-05,2.39015e-05
0.428,2.70844e-05,2.57134e-05,2.4426e-05,2.41637e-05,2.39491e-05
0.43,2.63572e-05,2.54512e-05,2.49743e-05,2.42114e-05,2.39015e-05
0.432,2.69055e-05,2.55823e-05,2.48909e-05,2.45452e-05,2.3818e-05
0.434,2.70367e-05,2.53201e-05,2.4724e-05,2.43306e-05,2.39491e-05
0.436,2.69532e-05,2.54035e-05,2.48075e-05,2.45452e-05,2.36034e-05
0.438,2.68221e-05,2.55823e-05,2.50697e-05,2.42472e-05,2.37823e-05
0.44,2.71678e-05,2.54035e-05,2.48909e-05,2.43306e-05,2.39491e-05
0.442,2.68698e-05,2.56181e-05,2.49743e-05,2.43783e-05,2.37823e-05
0.444,2.71201e-05,2.56181e-05,2.5022e-05,2.41637e-05,2.39015e-05
0.446,2.70009e-05,2.57134e-05,2.48909e-05,2.42472e-05,2.38657e-05
0.448,2.68698e-05,2.55823e-05,2.51055e-05,2.42949e-05,2.40803e-05
0.45,2.71678e-05,2.57134e-05,2.48075e-05,2.45452e-05,2.39968e-05
0.452,2.66075e-05,2.58327e-05,2.45929e-05,2.44617e-05,2.39491e-05
0.454,2.68698e-05,2.57492e-05,2.48909e-05,2.44617e-05,2.39015e-05
0.456,2.70009e-05,2.57492e-05,2.49386e-05,2.45929e-05,2.39968e-05
0.458,2.69055e-05,2.55823e-05,2.48551e-05,2.45929e-05,2.39968e-05
0.46,2.69055e-05,2.57492e-05,2.5022e-05,2.43306e-05,2.35677e-05
