V,gm [S] Indo,gm [S] Voltando
-0.6,,
-0.58,-1.8163249999999837e-05,
-0.56,-2.118850000000017e-05,
-0.54,-2.293499999999997e-05,
-0.52,-2.3971500000000026e-05,
-0.5,-2.4655999999999962e-05,
-0.48,-2.507099999999999e-05,
-0.46,-2.52265e-05,
-0.44,-2.5128249999999998e-05,
-0.42,-2.4821000000000066e-05,
-0.4,-2.4533250000000062e-05,
-0.38,-2.4153999999999918e-05,
-0.36,-2.367599999999998e-05,
-0.34,-2.2855999999999972e-05,
-0.32,-2.1968999999999992e-05,
-0.3,-2.1250749999999986e-05,
-0.28,-2.031e-05,
-0.26,-1.9266749999999973e-05,
-0.24,-1.8260999999999993e-05,
-0.22,-1.7198250000000038e-05,
-0.2,-1.6000000000000064e-05,
-0.18,-1.4754249999999938e-05,
-0.16,-1.3473249999999988e-05,
-0.14,-1.2156499999999991e-05,
-0.12,-1.0798249999999991e-05,
-0.1,-9.557500000000052e-06,
-0.08,-8.356749999999984e-06,
-0.06,-6.749999999999974e-06,
-0.04,-5.195749999999978e-06,
-0.02,-3.925999999999962e-06,
0.0,-2.698499999999988e-06,
0.02,-1.511500000000055e-06,
0.04,-4.040000000000185e-07,
0.06,6.340000000000078e-07,
0.08,1.6140000000000425e-06,
0.1,2.463499999999974e-06,
0.12,3.2559999999999837e-06,
0.14,3.955750000000024e-06,
0.16,4.610750000000037e-06,
0.18,5.199249999999979e-06,
0.2,5.695000000000006e-06,
0.22,6.143249999999989e-06,
0.24,6.5432499999999445e-06,
0.26,6.894249999999996e-06,
0.28,7.160000000000033e-06,
0.3,7.4157500000000755e-06,
0.32,7.661000000000007e-06,
0.34,7.829250000000027e-06,
0.36,7.989000000000021e-06,
0.38,8.147499999999969e-06,
0.4,8.261749999999952e-06,
0.42,8.327499999999984e-06,
0.44,8.33324999999994e-06,
0.46,8.334999999999994e-06,
0.48,8.344999999999989e-06,
0.5,8.351499999999983e-06,
0.52,8.176749999999969e-06,
0.54,7.877500000000055e-06,
0.56,7.67250000000008e-06,
0.58,7.406749999999988e-06,
0.6,,
0.58,,7.508250000000014e-06
0.56,,7.4850000000000545e-06
0.54,,7.363499999999985e-06
0.52,,7.303999999999969e-06
0.5,,7.310749999999994e-06
0.48,,7.250999999999948e-06
0.46,,7.2250000000000265e-06
0.44,,7.244999999999962e-06
0.42,,7.201749999999959e-06
0.4,,7.193249999999987e-06
0.38,,7.163250000000003e-06
0.36,,7.148250000000038e-06
0.34,,7.179249999999984e-06
0.32,,7.119999999999945e-06
0.3,,7.080750000000005e-06
0.28,,7.0825000000000055e-06
0.26,,7.002500000000047e-06
0.24,,6.8949999999999806e-06
0.22,,6.770750000000003e-06
0.2,,6.615000000000017e-06
0.18,,6.503499999999996e-06
0.16,,6.299250000000006e-06
0.14,,6.038249999999962e-06
0.12,,5.775750000000057e-06
0.1,,5.423249999999982e-06
0.08,,4.879999999999967e-06
0.06,,4.263500000000018e-06
0.04,,3.611000000000044e-06
0.02,,2.8425000000000325e-06
0.0,,1.991499999999969e-06
-0.02,,9.949999999999998e-07
-0.04,,-1.040000000000112e-07
-0.06,,-1.3135000000000273e-06
-0.08,,-2.661000000000048e-06
-0.1,,-4.080000000000002e-06
-0.12,,-5.583999999999938e-06
-0.14,,-7.187500000000032e-06
-0.16,,-8.781750000000008e-06
-0.18,,-1.0355750000000017e-05
-0.2,,-1.1957500000000056e-05
-0.22,,-1.3501750000000003e-05
-0.24,,-1.4962499999999991e-05
-0.26,,-1.6383999999999984e-05
-0.28,,-1.7757500000000035e-05
-0.3,,-1.9096750000000007e-05
-0.32,,-2.0418249999999943e-05
-0.34,,-2.1699999999999985e-05
-0.36,,-2.2959999999999983e-05
-0.38,,-2.4278250000000004e-05
-0.4,,-2.5592500000000016e-05
-0.42,,-2.697750000000003e-05
-0.44,,-2.8329999999999968e-05
-0.46,,-2.9583499999999972e-05
-0.48,,-3.104350000000003e-05
-0.5,,-3.240249999999996e-05
-0.52,,-3.305749999999992e-05
-0.54,,-3.368650000000001e-05
-0.56,,-3.437000000000009e-05
-0.58,,-3.4706000000000016e-05
-0.6,,-3.4885000000000056e-05
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
