V,gm [S] Indo,gm [S] Voltando
-0.6,,
-0.58,-1.6357499999996531e-06,
-0.56,-1.52850000000016e-06,
-0.54,-1.4432500000001458e-06,
-0.52,-1.6390000000001109e-06,
-0.5,-1.759999999999956e-06,
-0.48,-1.582499999999926e-06,
-0.46,-1.4792499999998453e-06,
-0.44,-1.5524999999998873e-06,
-0.42,-1.6475000000001905e-06,
-0.4,-1.6435000000001275e-06,
-0.38,-1.6782500000000512e-06,
-0.36,-1.5807499999999797e-06,
-0.34,-1.4517500000000086e-06,
-0.32,-1.494249999999973e-06,
-0.3,-1.5225000000000655e-06,
-0.28,-1.410750000000122e-06,
-0.26,-1.294249999999643e-06,
-0.24,-1.2799999999999877e-06,
-0.22,-1.220000000000344e-06,
-0.2,-1.0875000000000468e-06,
-0.18,-9.839999999994471e-07,
-0.16,-9.867499999999512e-07,
-0.14,-9.675000000005426e-07,
-0.12,-8.714999999998984e-07,
-0.1,-8.20999999999808e-07,
-0.08,-7.967500000002122e-07,
-0.06,-7.190000000003704e-07,
-0.04,-5.79249999999986e-07,
-0.02,-3.3849999999985454e-07,
0.0,-2.8825000000028307e-07,
0.02,-3.999999999997929e-07,
0.04,-3.4574999999972475e-07,
0.06,-2.1825000000004827e-07,
0.08,-2.4100000000021674e-07,
0.1,-1.932499999999799e-07,
0.12,-2.100000000000539e-07,
0.14,-1.6750000000008945e-07,
0.16,3.424999999997007e-08,
0.18,4.650000000002742e-08,
0.2,1.325000000018152e-08,
0.22,-9.649999999994732e-08,
0.24,5.999999999877631e-09,
0.26,2.6824999999996817e-07,
0.28,1.8899999999983166e-07,
0.3,9.575000000034209e-08,
0.32,2.284999999998573e-07,
0.34,2.509999999999405e-07,
0.36,1.682500000003452e-07,
0.38,1.6899999999995044e-07,
0.4,2.9924999999991417e-07,
0.42,2.8000000000007186e-07,
0.44,3.52500000000075e-07,
0.46,4.199999999996741e-07,
0.48,4.07500000000182e-07,
0.5,4.56750000000063e-07,
0.52,3.5500000000006013e-07,
0.54,3.049999999999234e-07,
0.56,4.007500000002655e-07,
0.58,3.782499999997486e-07,
0.6,,
0.58,,4.5649999999997776e-07
0.56,,5.410000000001698e-07
0.54,,5.949999999999359e-07
0.52,,5.282500000001588e-07
0.5,,4.0350000000011904e-07
0.48,,5.12500000000209e-07
0.46,,5.924999999997339e-07
0.44,,4.842500000001165e-07
0.42,,4.39999999999989e-07
0.4,,4.014999999998707e-07
0.38,,2.9750000000018477e-07
0.36,,2.83500000000398e-07
0.34,,2.9824999999979e-07
0.32,,3.7324999999977827e-07
0.3,,3.7325000000021195e-07
0.28,,1.7825000000028582e-07
0.26,,5.425000000006813e-08
0.24,,4.099999999966977e-08
0.22,,8.925000000029396e-08
0.2,,1.3000000000009532e-07
0.18,,7.07499999996232e-08
0.16,,1.8250000000151825e-08
0.14,,2.8250000000309278e-08
0.12,,2.4249999999812616e-08
0.1,,-1.500000000012776e-08
0.08,,-1.1600000000009172e-07
0.06,,-1.514999999996207e-07
0.04,,-2.3500000000012226e-07
0.02,,-2.79999999999855e-07
0.0,,-2.425000000000777e-07
-0.02,,-3.1850000000019016e-07
-0.04,,-3.9250000000005426e-07
-0.06,,-4.424999999997573e-07
-0.08,,-5.574999999999417e-07
-0.1,,-6.982500000000166e-07
-0.12,,-7.52499999999651e-07
-0.14,,-8.61750000000043e-07
-0.16,,-1.0365000000000027e-06
-0.18,,-1.1075000000001448e-06
-0.2,,-1.2200000000001272e-06
-0.22,,-1.3374999999996463e-06
-0.24,,-1.3149999999999967e-06
-0.26,,-1.392500000000187e-06
-0.28,,-1.4685000000000826e-06
-0.3,,-1.5407500000002173e-06
-0.32,,-1.6425000000000033e-06
-0.34,,-1.7667499999998726e-06
-0.36,,-1.9057500000000012e-06
-0.38,,-1.936499999999862e-06
-0.4,,-1.8717500000001164e-06
-0.42,,-1.8242500000001816e-06
-0.44,,-1.848999999999948e-06
-0.46,,-1.9442499999999027e-06
-0.48,,-1.9792499999999116e-06
-0.5,,-1.9074999999999474e-06
-0.52,,-1.9600000000000693e-06
-0.54,,-1.9607499999998914e-06
-0.56,,-1.7557500000002415e-06
-0.58,,-1.7674999999996947e-06
-0.6,,-1.9334999999997317e-06
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
