V,|gm| [S] Indo,|gm| [S] Voltando
-0.6,,
-0.58,4.558249999999861e-06,
-0.56,1.0056750000000296e-05,
-0.54,2.377499999999975e-06,
-0.52,2.389249999999862e-06,
-0.5,1.9261000000000018e-05,
-0.48,3.4368500000000286e-05,
-0.46,3.03250000000001e-05,
-0.44,5.406500000000071e-06,
-0.42,1.8414999999999924e-06,
-0.4,1.7501749999999884e-05,
-0.38,2.337250000000019e-05,
-0.36,2.5015750000000015e-05,
-0.34,2.930750000000007e-05,
-0.32,3.9268500000000026e-05,
-0.3,4.319099999999993e-05,
-0.28,3.382400000000001e-05,
-0.26,2.6756499999999912e-05,
-0.24,2.6049999999999685e-05,
-0.22,2.5885000000000014e-05,
-0.2,2.517925000000026e-05,
-0.18,2.54910000000001e-05,
-0.16,2.542574999999975e-05,
-0.14,2.334999999999989e-05,
-0.12,2.3796750000000012e-05,
-0.1,2.3831500000000153e-05,
-0.08,2.142574999999987e-05,
-0.06,2.1139250000000182e-05,
-0.04,2.0421000000000068e-05,
-0.02,1.7455750000000027e-05,
0.0,1.6285750000000036e-05,
0.02,1.7604999999999964e-05,
0.04,1.7001750000000034e-05,
0.06,1.1590999999999815e-05,
0.08,7.981499999999957e-06,
0.1,1.4025000000001276e-06,
0.12,3.0000000000038676e-08,
0.14,5.893999999999778e-06,
0.16,6.071749999999893e-06,
0.18,5.286000000000396e-06,
0.2,4.126749999999952e-06,
0.22,2.869999999999869e-06,
0.24,1.6775000000000123e-06,
0.26,8.682500000000912e-07,
0.28,5.749999999987536e-08,
0.3,2.038249999999865e-06,
0.32,3.3692499999998966e-06,
0.34,2.8300000000001067e-06,
0.36,1.7942499999999261e-06,
0.38,2.1517499999999714e-06,
0.4,3.384000000000156e-06,
0.42,3.8607500000001e-06,
0.44,3.990999999999847e-06,
0.46,4.71350000000011e-06,
0.48,7.358250000000146e-06,
0.5,8.711499999999742e-06,
0.52,8.077499999999951e-06,
0.54,8.468500000000144e-06,
0.56,8.81250000000014e-06,
0.58,8.913249999999802e-06,
0.6,,
0.58,,5.792500000004197e-07
0.56,,3.9065000000003056e-06
0.54,,7.036750000000017e-06
0.52,,8.464249999999996e-06
0.5,,8.331749999999916e-06
0.48,,8.170750000000091e-06
0.46,,8.964999999999885e-06
0.44,,8.764999999999771e-06
0.42,,7.218999999999932e-06
