V,|gm| [S] Indo,|gm| [S] Voltando
0.4,,7.156750000000172e-06
0.38,,8.29499999999996e-06
0.36,,8.684999999999813e-06
0.34,,8.467499999999803e-06
0.32,,8.649250000000198e-06
0.3,,1.0280000000000098e-05
0.28,,1.0883250000000028e-05
0.26,,8.644999999999833e-06
0.24,,8.782499999999884e-06
0.22,,1.1085000000000088e-05
0.2,,1.2057500000000167e-05
0.18,,1.5397499999999847e-05
0.16,,1.501999999999992e-05
0.14,,6.119250000000045e-06
0.12,,6.382499999999392e-07
0.1,,2.5117500000002187e-06
0.08,,3.7760000000000397e-06
0.06,,5.803999999999879e-06
0.04,,7.408999999999888e-06
0.02,,8.444249999999898e-06
0.0,,1.0245999999999996e-05
-0.02,,1.2794250000000085e-05
-0.04,,1.492000000000008e-05
-0.06,,1.6839999999999954e-05
-0.08,,1.8725749999999857e-05
-0.1,,2.051649999999989e-05
-0.12,,2.1463249999999863e-05
-0.14,,2.2836000000000037e-05
-0.16,,2.595000000000006e-05
-0.18,,2.5558250000000046e-05
-0.2,,2.460100000000018e-05
-0.22,,2.5389250000000096e-05
-0.24,,2.668824999999984e-05
-0.26,,2.8384999999999912e-05
-0.28,,3.672924999999997e-05
-0.3,,3.651574999999981e-05
-0.32,,2.44007500000002e-05
-0.34,,2.622325e-05
-0.36,,3.0535749999999976e-05
-0.38,,2.6600000000000104e-05
-0.4,,1.8844249999999934e-05
-0.42,,1.486500000000019e-05
-0.44,,3.499000000000015e-05
-0.46,,4.8216749999999836e-05
-0.48,,3.9580750000000036e-05
-0.5,,3.792925e-05
-0.52,,3.590424999999988e-05
-0.54,,2.977399999999999e-05
-0.56,,2.744075000000036e-05
-0.58,,2.754925000000006e-05
-0.6,,2.7078499999999958e-05
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
-0.6,,
-0.58,,
-0.56,,
-0.54,,
-0.52,,
-0.5,,
-0.48,,
-0.46,,
-0.44,,
-0.42,,
-0.4,,
-0.38,,
-0.36,,
-0.34,,
-0.32,,
-0.3,,
-0.28,,
-0.26,,
-0.24,,
-0.22,,
-0.2,,
-0.18,,
-0.16,,
-0.14,,
-0.12,,
-0.1,,
-0.08,,
-0.06,,
-0.04,,
-0.02,,
0.0,,
0.02,,
0.04,,
0.06,,
0.08,,
0.1,,
0.12,,
0.14,,
0.16,,
0.18,,
0.2,,
0.22,,
0.24,,
0.26,,
0.28,,
0.3,,
0.32,,
0.34,,
0.36,,
0.38,,
0.4,,
0.42,,
0.44,,
0.46,,
0.48,,
0.5,,
0.52,,
0.54,,
0.56,,
0.58,,
0.6,,
0.58,,
0.56,,
0.54,,
0.52,,
0.5,,
0.48,,
0.46,,
0.44,,
0.42,,
0.4,,
0.38,,
0.36,,
0.34,,
0.32,,
0.3,,
0.28,,
0.26,,
0.24,,
0.22,,
0.2,,
0.18,,
0.16,,
0.14,,
0.12,,
0.1,,
0.08,,
0.06,,
0.04,,
0.02,,
0.0,,
-0.02,,
-0.04,,
-0.06,,
-0.08,,
-0.1,,
-0.12,,
-0.14,,
-0.16,,
-0.18,,
-0.2,,
-0.22,,
-0.24,,
-0.26,,
-0.28,,
-0.3,,
-0.32,,
-0.34,,
-0.36,,
-0.38,,
-0.4,,
-0.42,,
-0.44,,
-0.46,,
-0.48,,
-0.5,,
-0.52,,
-0.54,,
-0.56,,
-0.58,,
-0.6,,
